"V1","V2"
"C/O E 1235TH STREE",1
"C/O E 137TH ST",2
"C/O E 13TH ST",1
"C/O E 146TH ST",1
"C/O E 160 DY",1
"C/O E 163 ST",1
"C/O E 168",3
"C/O E 174",2
"C/O E 174 S",1
"C/O E 181 MORRIS AVE",1
"C/O E 224TH ST",1
"C/O E 228 ST",6
"C/O E 32ST",1
"C/O E 52 ST",9
"C/O E 68TH ST",1
"C/O E 7 ST",1
"C/O E 71 ST",10
"C/O E 80 S/W RUTLAND",1
"C/O E 83 ST",4
"C/O E 9 ST",3
"C/O E 95TH ST",1
"C/O E MOSHOLU PLWY S",1
"C/O E TREMONT AVE",4
"C/O E. 142 ST",1
"C/O E.97 ST",1
"C/O E135 ST",2
"C/O EAST 105 LEX",1
"C/O EAST 12TH ST",1
"C/O EAST 135 ST",1
"C/O EAST 181",1
"C/O EAST 20",1
"C/O EAST 226 ST",1
"C/O EAST 55 ST",1
"C/O EAST 66",1
"C/O EAST 68",1
"C/O EAST 97 ST",1
"C/O EAST CHESTER ROA",1
"C/O EBEY LN",1
"C/O EDGAR",1
"C/O EDGERCOMBE AVE",1
"C/O EINSTEIN",1
"C/O EINSTEIN LOOP",3
"C/O ELDERT LANE",3
"C/O ELDRIDGE",1
"C/O ELLWOOD ST",1
"C/O EVERGREEN ST",1
"C/O EXCHANGE PL",2
"C/O FAIRFIELD AVE",1
"C/O FARRINGTON ST",1
"C/O FIRTH RD",1
"C/O FLETCHER",1
"C/O FLETEDEERT",1
"C/O FORD",1
"C/O GALLATIN",1
"C/O GALLATIN PL",1
"C/O GALLATIN PLACE",2
"C/O GARDONER AVE",1
"C/O GATLINS PL",1
"C/O GLEN ST",1
"C/O GRAND CONC.",1
"C/O GREENWICK ST",1
"C/O GUILFOLD ST",1
"C/O GUNTHER AVE",1
"C/O HAMILTONS/O E 16",1
"C/O HAMMERSLEY AVE",1
"C/O HANVE",1
"C/O HAUL BERT",1
"C/O HAVARD AVE",1
"C/O HERKIMER CT",1
"C/O HERRY ST",2
"C/O HERZL ST",1
"C/O HEWES ST",1
"C/O HEWLETT",3
"C/O HICKS",6
"C/O HOLLIS",2
"C/O HOLLIS AVENUE",1
"C/O HOME",1
"C/O HOOKCREEK RD",1
"C/O HUBERT ST",1
"C/O HUDSON",1
"C/O HUNT AV",2
"C/O HUTCHINSON PKWY",1
"C/O HUTCHINSON RIVER",1
"C/O HUXLEY ST",3
"C/O IRVING",1
"C/O IRVING AVE",3
"C/O ISABELLA",1
"C/O JAY AVE",1
"C/O JEFFERSON AVE",2
"C/O JENNIFER PL",1
"C/O KINGSBRIDGE TE",1
"C/O KINGSHWY",1
"C/O KLONDIKE AVE",1
"C/O KOSSUTH",1
"C/O KRAMES ST",1
"C/O LABURNUN",1
"C/O LAKEVIEW BL",1
"C/O LEFFERT",1
"C/O LELANDS WOOD AVE",1
"C/O LEXINGTON",3
"C/O LINDEN AVE",2
"C/O LOCUST PT DRIVE",2
"C/O LORING PL",9
"C/O LUCILLE AVE",1
"C/O MACKAY P",1
"C/O MACLAY AV",1
"C/O MAIN AVE",2
"C/O MANNE AVE",1
"C/O MARY",1
"C/O MARYLAND AVE",3
"C/O MERCER B",1
"C/O MERRILL ST",1
"C/O MONROE ST",1
"C/O MORELAND ST",1
"C/O MORNINGSIDE DR",2
"C/O MOSHOLU PKWY NOR",1
"C/O MOUNT CARMEL PL",1
"C/O MURDOCK A",1
"C/O MURRY",1
"C/O N 10",1
"C/O N 6 ST",2
"C/O N/B 10 AVE",1
"C/O N/E 105 ST",1
"C/O N/E 7 AV",1
"C/O N/E BROADWAY",1
"C/O N/O E 196 ST",1
"C/O NASSAU AV",1
"C/O NASSAU ST",3
"C/O NEEDHAM",4
"C/O NEGUNDO AVE",1
"C/O NEWHAVEN AVE",1
"C/O NEWPORT",3
"C/O NORMAN AVE",1
"C/O NW PRINCE ST",1
"C/O OAKTREE PL",1
"C/O ODELL",1
"C/O OF 40",1
"C/O OF 57 AVE",1
"C/O OF GLENWOOD",1
"C/O OLCOTT ST",2
"C/O OLINVILLE",2
"C/O OLINVILLE AVE",2
"C/O OTSAGO ST",1
"C/O PALM PKY",1
"C/O PALMER",3
"C/O PARKSON ST",1
"C/O PARKSONS BLVD",1
"C/O PARSON  BLVD",1
"C/O PELHAM PK SOUTH",2
"C/O PELHAM PKWAY S",1
"C/O PELHAM PKY SOUTH",2
"C/O PILGRAM AVE",1
"C/O PINEAPPLE",1
"C/O PINKY AVE",1
"C/O PITKIN ST",2
"C/O PITMAN AVE",11
"C/O PITT",2
"C/O PORTAL ST",3
"C/O PROPELY AVE",1
"C/O PULASKI",1
"C/O QUARRY RD",4
"C/O QUEEN ST",1
"C/O QUINCE",1
"C/O QUINCY ST",1
"C/O RAILROAD",1
"C/O RAILY CT",2
"C/O REDDING",1
"C/O REGIS DR",2
"C/O RESER AVE VIOR",1
"C/O RESERVIOR OVAL W",1
"C/O RESERVOIR OVAL W",1
"C/O RESEVOR AVE",1
"C/O RESEVPOR AVE",1
"C/O REVERE",1
"C/O ROCKAWAY BEACH",1
"C/O RYAWA AVE",4
"C/O RYER",1
"C/O S. RAILROAD",1
"C/O S/E 40 ST",1
"C/O S/E BEACH CHANNE",1
"C/O S/E HERZL ST",1
"C/O S/E WEST 43RD",1
"C/O S/W 168 PL",1
"C/O S/W DORCHESTER",1
"C/O SAINT MARY S",3
"C/O SAINT MARYS",5
"C/O SCHEMERHORN",1
"C/O SEABURY",1
"C/O SEDGEWICK",1
"C/O SEDWICK",2
"C/O SEMINORE AVE",1
"C/O SICKLES",1
"C/O SNYDER AV",1
"C/O SPRINGDFIELD BLV",1
"C/O SPRINGFIELDHEMPS",1
"C/O ST FOUNTAIN AVE",1
"C/O ST MARK",1
"C/O ST MARY ST",2
"C/O ST NICHOLAS PL",2
"C/O ST NICK TERRACE",1
"C/O ST. PAULS PL",1
"C/O STANTONT",1
"C/O STEBBINS AVE",1
"C/O STERLING AVE",1
"C/O STRATFORD ROAD",1
"C/O STROUD AVE",1
"C/O SUTPHN",1
"C/O TENBROOK",1
"C/O TENNIS ST",1
"C/O TEUNISSEN",2
"C/O THOMAS BOYLAND",7
"C/O TOWNSEND AVE",1
"C/O VAN CORTLANDT",7
"C/O VANDUZER ST",3
"C/O VANWICK EXPWY",1
"C/O VARICK AVE",1
"C/O VILLA",1
"C/O VLEIGH",1
"C/O W 127",2
"C/O W 128 ST",1
"C/O W 12TH ST",4
"C/O W 149",6
"C/O W 163 STREET",1
"C/O W 165",3
"C/O W 167 ST",6
"C/O W 168 ST",7
"C/O W 180 STR",2
"C/O W 184",6
"C/O W 185",2
"C/O W 186 ST",4
"C/O W 191 ST",6
"C/O W 19TH",2
"C/O W 204",2
"C/O W 238 STREET",1
"C/O W 252 ST",3
"C/O W 253 ST",1
"C/O W 254",2
"C/O W 35",5
"C/O W 36 ST",2
"C/O W 3RD ST",9
"C/O W 45TH 11 TH",1
"C/O W 46TH",2
"C/O W 50",2
"C/O W 52",2
"C/O W 57",3
"C/O W 57 ST",1
"C/O W 6ST",1
"C/O W 6TH NEPTUNE AV",1
"C/O W 76 SUMMERS",1
"C/O W FORDHAM RD",7
"C/O W FORDHAM ROAD",1
"C/O W MOSH PKWY",1
"C/O W/B RAYMOND AV",1
"C/O W140",1
"C/O W151 STREET",1
"C/O W20 ST",1
"C/O W233 ST",1
"C/O W6 ST",1
"C/O WADSWORTH TER",1
"C/O WAIMWRIGHT AVE",1
"C/O WASHINGTON PL",1
"C/O WATERBURY STREET",1
"C/O WEISSMAN",1
"C/O WELDON ST",2
"C/O WEST 147 ST",2
"C/O WEST 150 ST",2
"C/O WEST 17TH ST",1
"C/O WEST 28",1
"C/O WEST 39TST",1
"C/O WEST 6",1
"C/O WHITEHALL TERR",2
"C/O WILSON",15
"C/O YANG ST",1
"C/O YOUNG AVE",1
"C/O112 ST",1
"C/O135-28ROCKAWAYBLV",1
"C/ODEKALB AVE",1
"C/OE 135",1
"C/OF AVENUE M",1
"C/OF E 117",1
"C/OF FOCH",2
"C/OF ROGERS AV",1
"C/OFARRAGUT",1
"C/OP W 15",1
"C/P 166 ST",1
"C/P THE S/E C/O HANL",1
"C/S 6TH AVE",1
"C/S 7 ST",1
"C/S 75 ST",1
"C/S S/BE 95",1
"CABRIN BLVD",1
"CADMAN BLVD",1
"CALAMIS AVE",1
"CALAMUS  AVE",1
"CALHOON AVE",1
"CALHOUND AVE",1
"CALHUM AVE",1
"CALLAHAN LN",6
"CALYOR ST",1
"CAMBERLAND ST",4
"CAMBRIALENG AVE",2
"CAMP",1
"CANLTON AVE",1
"CANY LN",1
"CAPTAIN TILLY PARK",1
"CARBINI BLVD",2
"CARIME ST",1
"CARLES AVE",1
"CARLTON CT",1
"CARMEL PL",1
"CARMINE STREET",2
"CARNEY AVE",1
"CARPENTER AVENU",1
"CARROLE ST",2
"CARROLL PLC",6
"CART CT",1
"CARTER",3
"CARVA AVE",1
"CASANOLIA ST",1
"CASANVA ST",1
"CASNOVA ST",1
"CATHARINE SLIP",1
"CATHERIN SLIP",1
"CATHERL SLIP",1
"CATOLPA AVE",1
"CD PLKG ST",1
"CDP",1
"CEDAR AVE BEACH 20",1
"CEDAR PL",1
"CEDARCROFT RD",5
"CEDER AVE",3
"CELIZABETH ST",1
"CENTER MARKET PLAZA",1
"CENTRAL PARK E DRIVE",1
"CENTRAL PARK S",2
"CENTRAL PARK WEST .",1
"CENTRAL PK AVE",1
"CERONA AVE",3
"CF/O 2144 STRAUSS ST",1
"CHANNCEY ST",1
"CHANNINA RD",2
"CHAPIN CT",2
"CHAPPELL ST",2
"CHARE PLAZA",2
"CHARLES AVE.",1
"CHARTON ST",1
"CHASE MANHATTAN PLAZ",1
"CHASEMANHATTAN PLAZA",1
"CHATLERTON AVE",1
"CHATMAN",1
"CHAY AV",1
"CHELSEA ST",2
"CHELSTON",1
"CHGSTER ST",1
"CHISHOM ST",1
"CHOSLEY",1
"CHRALES ST",1
"CHRYISTE ST",1
"CHRYSITE ST",1
"CHUNCH AVE",1
"CITYISLAND AVE",2
"CLAKSON AVE",2
"CLANY ST",1
"CLAREDON AVE",1
"CLAREEMONT AVE",1
"CLAREND LN",1
"CLARENDEN RD",2
"CLARENDON PL",1
"CLARISON AVE",1
"CLARKENDON",1
"CLARMONT AV",1
"CLAVER PLACE",4
"CLAY PIT RD",2
"CLEAERVIEW EXPWY",1
"CLEARVIEW EXPRESSWAY",3
"CLEMONT AV",1
"CLIFFSIDE AVE",2
"CLIFFTON PL",1
"CLOUMBIA ST",1
"CLOUMBUS AVE",2
"CLOVEEDALE BLVD",1
"CLYDE",1
"CLYMER STREET",13
"CO 107 RD",1
"CO 5 AVE",1
"CO LIBERTY AVE",2
"CO PT BL",1
"COC PL",1
"CODINGTON AVE",2
"CODMAN PLZ W",1
"COLDEN  AVE",1
"COLDMIAL",1
"COLFAX ST",9
"COLLEBE AVE",1
"COLLEBE AVENUE",1
"COLLEGE PAVE",1
"COLOMBUS +",1
"COLUMBUS AE",1
"COLUMBUS CITCLE",1
"COMLEAR AVE",1
"COMMENEC ST",1
"COMMWEALTH AVE",2
"CONCORDE PARK WEST",1
"CONCORN ST",1
"CONDON",1
"CONDUITS AVE",1
"CONEY ILAND AVE",1
"CONEY ISLAMD AVE",1
"CONKIIN AVE",1
"CONKLIT BLVD",1
"CONORSIE RD",1
"CONOVER STREET",8
"CONOX RD",1
"CONRY LSLAND AVE",1
"CONSELYANT ST",2
"CONSYLANT ST",1
"CONTINENTAL PLC",2
"CONTINETAL AVE",3
"CONVENT  AVE",1
"COOKE AVE",1
"COOLAGE AVE",1
"COOLIDGE AE",1
"COOLIDGE AV",1
"CORLEARS HOCK PARK D",1
"CORLEAU AVE",1
"CORLEN AVE",1
"CORMILLA",1
"CORNEGA",1
"CORNELA ST",2
"CORNER 115 ST",1
"CORNER 135 ST",1
"CORNER 143RD",1
"CORNER OF 113 ST",1
"CORNER OF 114 PL",1
"CORNER OF 129",1
"CORNER OF AVE K",2
"CORNER OF GROTE ST",1
"CORNER RESEVOIR",1
"CORNER RESEVOIR AVE",1
"CORNER W 143 ST",2
"CORNGA AE",1
"CORNLIA ST",1
"CORNOR OF E 95 ST",1
"CORONA PARK EAST",2
"CORRELL ST",2
"CORSA",5
"CORTERYOU RD",1
"CORTLANDT STREET",3
"CORTRYOU AVE",1
"CORUERA AVE",1
"CORUETC RD",1
"COSTA ST",1
"COUGAR PL",1
"COUMBUS AV",1
"COUNTRY CLUB RD",3
"COURLTON AV",1
"COURT SR",1
"COURTLAND",5
"COURTS ST",2
"CR LONGFELLOW AVE",1
"CR OCEANVIEW",1
"CRACIE TERP",1
"CRASR PL",1
"CRESTON ST",1
"CROBY AVE",1
"CROKE AVE",1
"CROPSEY AVE3",1
"CROTON PARK  EAST",1
"CROTONA EAST",1
"CROTONA PARK NORTH3",1
"CROTONA PKE",2
"CROTONA PLWY",1
"CROTONA SOUTH",1
"CROUT ST",1
"CROYDON RD",2
"CRUFNG AVE",1
"CRUGER AVE 3",1
"CUNSTL PLAZA",1
"CW C/O 91AVE",1
"CYDIG AVE",2
"CYPRESS CT",4
"CYPRESS ST",3
"CYREESS AV",1
"Carteret St",7
"Cedarview Ave",27
"Clearmont Ave",5
"Clifton St",15
"Collfield Ave",30
"Comstock Ave",10
"Cottage Ave",4
"Crystal Ave",25
"Curtis Pl",8
"DAHLGREN PL",4
"DALKER CT",1
"DALY AVENUE",22
"DAMPORT",1
"DASH PL",6
"DAVEN PORT AVE",1
"DAVIDION",1
"DAVIDSON  AVE",2
"DAVIDSON COURT",4
"DCDONALD AVE",1
"DD BROADWAY",1
"DECATU ST",1
"DECATUR AVE.",1
"DECOSTA",2
"DECQTUR ST",1
"DEEKMAN",1
"DEEN ST",2
"DEFRONT AVE",1
"DEGWOOD JUNCTION",1
"DEKAL AVE",1
"DEKALBA AVE",1
"DELAVALL",1
"DELAVD AVE",1
"DELPHI ST",1
"DELTA SHUTTLE",1
"DEREIMER AV",1
"DEREIMER AVENUE",1
"DES",1
"DESBROSSES STREET",1
"DETIS PL",1
"DEUOKEN CT",1
"DIERAUF ST",2
"DITAMS AVE",3
"DIVISION PLACE",4
"DOMAIN ST",2
"DONGANHILLS AVE",1
"DOSCHAR ST",1
"DOVRE GREEN",1
"DRAKE PARK SQ",1
"DREIGEN LOOP",1
"DREWER LOOP",1
"DRISER LOOP",2
"DRUMGODE ROAD BOOT",1
"DRUMGOOLE BLVD",1
"DTIMAS AVENUE",2
"DUANE READE AVE",1
"DUDLY AVE",1
"DUFFELD ST",1
"DUFFILED ST",2
"DUMBAR ST",1
"DUMONY AVE",1
"DUNCOMB AV",1
"DUNGAN HILLS AVE",1
"DUNGEN ST",1
"DUSH ST",1
"Dawson Ct",3
"Devon Pl",3
"Doe Ct",4
"Donley Ave",8
"Drake Ave",7
"Duke Pl",3
"E  BEDFORD PARK",1
"E  MOSH PKWY N",1
"E  MOSHOLU PKWY N",1
"E  NEW YORK AVE",1
"E .12 ST",1
"E .78 ST",1
"E .95 ST",1
"E 10 6ST",1
"E 100ST",2
"E 101ST ST",3
"E 102ST",2
"E 105ST",1
"E 108",8
"E 111 AVE",1
"E 111 TH",1
"E 111TH STREET",2
"E 1156",1
"E 115T ST",1
"E 115TH",3
"E 116TH ST 10FT S/O",1
"E 116TH ST NY",1
"E 116TH ST NY NY",1
"E 117ST",2
"E 1183 ST",1
"E 119TH STREET",15
"E 121 ST PARK AVE",1
"E 123",1
"E 125 ST NY NY",1
"E 125TH AVE",1
"E 126TH",1
"E 12TH AVE",1
"E 132",2
"E 135 ST 3",1
"E 135 ST 30",2
"E 135ST",2
"E 136ST",1
"E 138 STRE",1
"E 139 THIRD AVE",1
"E 140 ST BX NY",1
"E 140 STREET",25
"E 146 ST BX NY",1
"E 147ST",1
"E 149 WEBSTER AVE",1
"E 149TH",2
"E 158TH STREET",7
"E 159 AVE",3
"E 159AV ST",1
"E 159TH ST",3
"E 159TH STREET",7
"E 161 AV ST",1
"E 161AV ST",1
"E 161ND ST",1
"E 163 ST BRONX NY",1
"E 168ST",1
"E 169 A",1
"E 16ST",3
"E 17  ST",2
"E 17 ST.",1
"E 172STREET",1
"E 179ST",1
"E 17ST",2
"E 180ST",1
"E 181 ST ST",1
"E 181 TH ST",1
"E 187T STRET",3
"E 187TH STRET",1
"E 193 STREET",2
"E 195 STREET",2
"E 198ST",2
"E 19TH STR",1
"E 2121 PAULDING AVE",1
"E 215",8
"E 218TH ST",3
"E 220ST",1
"E 221 ST ST",1
"E 226TH STRET",1
"E 229ST",2
"E 229ST SOUTH",1
"E 22ND",16
"E 230 TH ST",1
"E 233RD",3
"E 234",7
"E 238 STREET",1
"E 239 TH ST",1
"E 23T",1
"E 23TRD STR",1
"E 28  ST",1
"E 29  ST",1
"E 2ST",3
"E 3 AVE",4
"E 3 RD ST",4
"E 31ST",3
"E 32 ND ST",1
"E 32ND T",1
"E 34  ST",1
"E 35ST",1
"E 36 STREET",2
"E 3RD AVENUE",1
"E 3RD ST 160",1
"E 4 ST`",1
"E 43 AV",1
"E 49 ST MAD AVE",1
"E 4TH  ST",3
"E 52 ND ST",6
"E 52MD ST",1
"E 53 RD STREET",1
"E 53ND STREET",1
"E 55 TH",1
"E 56 DR",1
"E 58ST",3
"E 59 C/O 96",1
"E 59 STR",3
"E 59 STRE",1
"E 66 TH STREET",1
"E 70ST",2
"E 71 CER",1
"E 733 STREET",1
"E 73ND ST",1
"E 78ST",4
"E 82 STR",2
"E 83ND ST",1
"E 83TH ST",1
"E 86 SREET",1
"E 87ST",1
"E 88ST",3
"E 89 PARK AVE",1
"E 89 ST `",1
"E 91 ST STREET",1
"E 95ST",2
"E 96ST",8
"E 993 E 84 STREET3",1
"E BROADWAY AVE",1
"E BRYANT",1
"E CLARK PLACE",3
"E CLARKE PK",2
"E JEROME AV",1
"E L GRANT HGWY",1
"E MARCY PL",1
"E MOSHPKWY S",1
"E MOSHULO PWY N",1
"E MOSHULU PKWY N",1
"E NEWYORK AVE",7
"E NY ST",2
"E OF C/O LINCOLN",1
"E OF CONEY ISLAND AV",4
"E OF I/O ATLANTIC AV",1
"E RIVER ESPLANADE",1
"E SIDE 113 ST 150FT",1
"E SIDE 114 ST 250FT",1
"E SIDE WASHINGTON AV",1
"E SS LINDEN",1
"E TREMONT C/O",1
"E TREMONT ST",1
"E WALLES AV",1
"E WALTON",1
"E-23 ST",1
"E. 138TH ST",1
"E. 140 ST",1
"E. 204 ST",1
"E. 2ND ST",1
"E. 3RD ST",1
"E. 94 ST",1
"E. BEDFORD PARK BLVD",2
"E. NEW YORK AV",4
"E. NY AVE",4
"E.103 STREET",1
"E.104 ST",1
"E.105 ST",2
"E.108 ST",3
"E.115 ST",3
"E.12 ST",3
"E.125 ST",2
"E.159TH ST",1
"E.161",1
"E.161 TH ST",3
"E.163 ND ST",1
"E.170TH ST",2
"E.171 ST",4
"E.171 TH ST",1
"E.211 ST",1
"E.27 ST",1
"E.52 ND STREET",1
"E.53RD STREET",2
"E.63 ST",3
"E.82 ST",3
"E.MOSHOLU PK S",1
"E.SIDE MULBERRY ST",1
"E/B 60 AVENUE",3
"E/B 74 AVENUE",1
"E/B C/O E 46 ST",1
"E/B E 56TH ST",1
"E/B W 12 ST",1
"E/BC/O C/W FDR DR",1
"E/N C/O 62 ST",1
"E/O 110 E 183 ST",1
"E/O 12TH AVE",1
"E/O 1634 PROSPECT AV",1
"E/O 233 ST",1
"E/O 37 AVE",1
"E/O 50 ST",2
"E/O 70 ST",1
"E/O 9 AVE",2
"E/O BATTERY PL",1
"E/O C/O VERNON AVE",1
"E/O C/O W 45 ST",1
"E/O CEDAR GROVE AVE",2
"E/O EAST 4 STREET",1
"E/O LAGUARDIA PL",1
"E/O METCALF AVE",1
"E/O NEW PORT AV",1
"E/O S/E C/O LEXINGTO",1
"E/O UTICA AVE 10FT",1
"E/S 10 AVE 50",1
"E/S 101",1
"E/S 1045 N/O",1
"E/S 109 AV",1
"E/S 110 ST",1
"E/S 126 STREET",1
"E/S 12TH ST",1
"E/S 133 ST",2
"E/S 155TH ST",1
"E/S 167 ST",1
"E/S 175 ST",2
"E/S 182 ST 40FT",2
"E/S 183RD BTWN",1
"E/S 1ST ST",2
"E/S 2 AVE 10FT",2
"E/S 30 PL",4
"E/S 31 AVE W/O 68 ST",1
"E/S 32 AVE",3
"E/S 58 PL 100FT",1
"E/S 5TH AVENUE",2
"E/S 6 AV 80FT",1
"E/S 65 AVE 40FT",1
"E/S 7 AVE 50",1
"E/S 72 PL",1
"E/S 75TH AVE",1
"E/S 93 ST",5
"E/S 93 STREET 20",1
"E/S 95 ST 75FT",1
"E/S 98TH ST",1
"E/S 9AVE",2
"E/S 9TH",1
"E/S AMSTERDAM AVE 80",1
"E/S AUSTIN ST",1
"E/S BOODY ST",6
"E/S BOOTY ST",3
"E/S BROOKLYN AVE 120",1
"E/S BUFFALO AV 180",1
"E/S BURLING ST",1
"E/S C/O DELEVAN ST",1
"E/S CAMAL PL",1
"E/S CANAL  PL",1
"E/S CANAL PL 275 PK",1
"E/S CANAL PL 300FT S",1
"E/S CANAL PL. 250FT",1
"E/S CENTER BLVD",2
"E/S COLLEGE BLVD",1
"E/S COLLEGE POINT BL",9
"E/S COLLEGE PT",1
"E/S COLLEGE PT BLVD",1
"E/S CRESTON ROAD",1
"E/S DRIGGS AV",2
"E/S E 2654 5",1
"E/S E 3 ST",1
"E/S E 35 STREET",2
"E/S E 58 ST 15",1
"E/S E 7 ST",2
"E/S EASTERN PKWY 25",1
"E/S ERICSON ST",1
"E/S GLEANE ST 30FT",1
"E/S GOUVERNEOR ST",1
"E/S HAMPTON ST",1
"E/S HARTMAN LANE",3
"E/S HOGAN 4 N/O WORT",1
"E/S HOMECREST AVE",1
"E/S JANET PL",1
"E/S KIMBALL ST",1
"E/S LILLIAN WARD DR",2
"E/S LOGAN S",1
"E/S MANOHA ST",1
"E/S MARION ST",1
"E/S MARKETST",1
"E/S MC GUINNESS AVE",1
"E/S MONTAYK",1
"E/S N HENRY",1
"E/S NEWYOK AVE",1
"E/S NEWYORK AVE",1
"E/S O/W BROADWAY",1
"E/S OF BROOME AVE",1
"E/S OF CAULDWELL AVE",1
"E/S OF CENTER BLVD",1
"E/S OF COLLISTER ST",2
"E/S OF RIVERSIDE DR",8
"E/S OF W BROADWAY",1
"E/S PARK ROW",1
"E/S QUEENS BLVD 10FT",1
"E/S RALPH",1
"E/S RIDER  AVE",1
"E/S RODNEY ST",7
"E/S ROEBLING ST 100",2
"E/S SHEFFELD",1
"E/S SHEIFFIELD",1
"E/S SHEPFIELD 10FT",1
"E/S SHEPFIELD 2FT",1
"E/S SHEVCHEUKS PL",1
"E/S SOUTH END",4
"E/S ST",1
"E/S ST. LAWRENCE AVE",2
"E/S SUTTON ST 30FT",1
"E/S UTOPIA PARKWAY",1
"E/S WALWORTH TERR",1
"E/S WEST 15",1
"E/S WEST ST 5FT",1
"E/S WILLIAMS ST",1
"E/S WTDIE AVE",1
"E/S WYRTLE AVE 60",1
"E/S/O 3 AVE",1
"E/S/O GREENWICH ST",4
"E/S/O LILLIAN WALK D",1
"E/S6 AVE",1
"E/SCARLTON BLVD",1
"E/SIDE OF MAIN ST",1
"E/SIDE WILLOW ST 5",1
"E/SOF WALTON AVE",2
"E10 ST",1
"E103 ST",1
"E1051 E 12TH ST",1
"E122 ST",1
"E144ST",1
"E173 ST",2
"E181 ST",2
"E20TH ST",1
"E35",1
"E44 ST",1
"E51 STREET",1
"E52",1
"E66",1
"E82 ST",1
"E94 ST",1
"E95",2
"E95TH ST",1
"EADIE PL",1
"EAGLE 21ST ST",1
"EARNES PL",3
"EASAT 17TH STREET",1
"EAST  116TH ST",1
"EAST 111",1
"EAST 114 STREET",11
"EAST 116",2
"EAST 142 ST",4
"EAST 165TH ST  STREE",1
"EAST 171 ST",4
"EAST 171ST STREET",5
"EAST 172",4
"EAST 178 STREET",11
"EAST 217 ST",1
"EAST 22RD ST",3
"EAST 233",1
"EAST 23RD",1
"EAST 242 STREET",1
"EAST 26ST",1
"EAST 28ST",1
"EAST 3RD AV",1
"EAST 47TH ST",2
"EAST 53",5
"EAST 56ST",1
"EAST 57",1
"EAST 59 STREE",1
"EAST 5STREET",1
"EAST 6 AVE 50FT",1
"EAST 60 STREET",2
"EAST 60TH STREET",1
"EAST 63RD STREET",1
"EAST 65TH STREET",4
"EAST 7TH ROAD",3
"EAST 84TH STREET",8
"EAST 85",1
"EAST 86TH STR",1
"EAST 86TH STRE",1
"EAST 89ST",1
"EAST 96",8
"EAST 96ST",2
"EAST BTOADWAY",1
"EAST EAD AVE",1
"EAST EAST 18",1
"EAST MEW YORK AVE",1
"EAST MOSH PKWY",2
"EAST NEWE YORK",1
"EAST NEWYORK AVE",2
"EAST OF SAND LANE",1
"EAST SIDE B.6",1
"EAST SIDE NEW ST",1
"EAST SIDE OF 56 ST",1
"EAST169 STREET",1
"EAST210 STREET",1
"EAST42 STREET",1
"EAST59 STREET",1
"EASTCHESTEER RD",1
"EASTCHESTER  ROAD",1
"EASTEN PARKWAY",1
"EASTERD PARKWAY",1
"EASTERN PRKWAY",2
"EASTNEWYORK AVE",1
"EASTROADWAY",1
"EASTS/O BENNETT AVE",1
"EASTSIDE OF COLUMBUS",1
"EASTSIDE OF PARKSIDE",1
"EB HYLAN BLVD @ BURB",102
"EB HYLAN BLVD @ TYSE",4245
"EB QUEENS BV 32 ST -",56
"EB QUEENS BV 53 ST -",4375
"EBEY LANE",2
"ECMO PL",1
"ED. GRANT H WAY",1
"EDENWALK",1
"EDENWALK AVE",1
"EDGAR",1
"EDGECOME AV",1
"EDGRCOMB AVE",1
"EDKON",1
"EDMOE AVE",1
"EDSALL AVE",4
"EDWAED GRANT HWY",1
"EDWARD M MORGAN PLAC",1
"EESTERN PKWY",1
"EIL ST",1
"EINSTEIN LOOP N",1
"EINVTEIN LOOP",1
"EL GRUNT HWAY",1
"ELBERT ST",1
"ELCAMINO LOOP",1
"ELCOT AVE",2
"ELDER",8
"ELDERT LN.",2
"ELEVELAND ST",1
"ELEVERTPM AVE",1
"ELGRANT HWY",7
"ELHO PL",1
"ELISWARTH AVE",1
"ELIZABERTH ST",1
"ELIZBETGH",1
"ELLEY ST",1
"ELLIOT",9
"ELLIOT AVENUE",2
"ELLWELL CRESCENT",2
"ELMHERST AVE",1
"ELMWOD AVE",1
"ELVEN HUNDRED SIXTY",1
"EMERALD",4
"EMMET AVE",2
"ENTRANCE TO BLUE LOT",1
"EPLERIOR ST",1
"ERINT ST",1
"ES SOUTHERN BLVD",1
"EST 100 ST",1
"ESTCHESTER AV",1
"EUCKID AVE",1
"EUCLID AVE, BKLYN",1
"EUDRIDGE ST",2
"EVERGREEN AVE BKLYN",2
"EVERLEY RD",1
"EVERY GREEN AVE",1
"EVERYGREEN AVE",3
"EVREGREEN AVE",1
"Elson St",7
"F/O 101 E TREMONT AV",1
"F/O 105-22 NORTHERN",1
"F/O 1125 WARD AVE",1
"F/O 136 E 208 ST",1
"F/O 137 12 ST",1
"F/O 1455 JESUP AVE",1
"F/O 151 E 50 ST",1
"F/O 1540 E NY AVE",1
"F/O 1644 NARMAN ST",1
"F/O 1705 AMSTERDAM",1
"F/O 1806 1ST AVE",1
"F/O 1869 PARK PL",1
"F/O 187",1
"F/O 2/6 GRAHAM BLVD",1
"F/O 200 WEST 39 ST",1
"F/O 214 B 27TH ST",1
"F/O 219-09 JAMACIA A",1
"F/O 2264 CRESTON AVE",1
"F/O 2401 TIEBOUT AVE",1
"F/O 2885 BRIGGS AVE",1
"F/O 312 EAST FORDHAM",1
"F/O 34  ST",1
"F/O 343 GOLD ST",1
