"V1","V2"
"FORD","4132"
"TOYOT","2612"
"HONDA","7308"
"NISSA","18585"
"CHEVR","3966"
"FRUEH","7922"
"ME/BE","31141"
"BMW","9361"
"DODGE","7173"
"JEEP","20885"
"HYUND","5033"
"GMC","3156"
"LEXUS","8016"
"INTER","5729"
"ACURA","4548"
"CHRYS","7406"
"VOLKS","16772"
"INFIN","2735"
"SUBAR","22540"
"AUDI","3977"
