"V1","V2"
"C/O S/E TROY AVE",1
"C/O S/O 137 AVE",1
"C/O S/W 220 ST",1
"C/O SACKETT ST",6
"C/O SCHURZ  AVE",1
"C/O SEWARD AVE",7
"C/O SHOTWELL AVE",1
"C/O ST ANNS",4
"C/O ST OUEN ST",2
"C/O STANTON",3
"C/O STRAFFORD AVE",1
"C/O SUFFOLK ST",2
"C/O SURF AVE W 29",1
"C/O T- BAYLAND ST",1
"C/O TUCKERTON",1
"C/O TUNEUR AVE",1
"C/O UNION TURNPIKE",2
"C/O VALETINE",1
"C/O VIRGIL",2
"C/O VYSE AVE",2
"C/O W 132 ST",2
"C/O W 135",1
"C/O W 153 BRADHURST",1
"C/O W 176",4
"C/O W 188",4
"C/O W 197 STREET",1
"C/O W 215TH ST",1
"C/O W 22 RED",1
"C/O W 225 JACOBOS PL",2
"C/O W 230 ST",1
"C/O W 32 STREET",2
"C/O W 40 ST",4
"C/O W 48",3
"C/O W 48TH",1
"C/O W 93",3
"C/O W. BRIGHTON",1
"C/O W/W 215 ST",1
"C/O WATERS EDGE DR",1
"C/O WATKINS ST",8
"C/O WELLOR AVE",1
"C/O WEST 1650",2
"C/O WEST 73-1 W/E/ A",1
"C/O WHITE",4
"C/O WORTH",6
"C/OS/S MADISON AVE",1
"C/P BRUCKNER EXPWY",1
"C/S SOMERS STREET",1
"C;OVERDALE BLVD",1
"CAFREY AV",1
"CANAL ST NYC",2
"CANTOL AVE",2
"CAPMAIN PLAZA WEST",1
"CARDEN AVE",3
"CARNEGIE AVE",2
"CARROLL S",1
"CASTEL HILL AV",1
"CASTLE VILLAGE",1
"CASTLEHILL RD",1
"CCOOLIDGE AVE",1
"CEDAN AVE",1
"CENS PLZ WEST",1
"CENTRA ST",3
"CENTRAL WEST PARK",3
"CHAMNCEY ST",2
"CHARLES PARK",1
"CHECKS",1
"CHESIRE PLACE",3
"CHESTEN ST",2
"CHRISTOHER LN",2
"CHRSTOPHER ST",3
"CHRYSTIE STREET",24
"CKARKSON AVE",1
"CLAR AVE",1
"CLARSON AVE",6
"CLEARVIEW EXWY",1
"CLEVELAND  ST",3
"CLINTON AAVE",1
"CLOVE LAKE PARKING L",3
"CLOVE LAKES PARKINGL",1
"CLOVERDALE BLV",4
"CLUMBIA ST",2
"CLUMISN ST",2
"CO. 133 AVE",1
"COBBLERS LANE",2
"COENY ISLAND AVE",1
"COLLEGE POINT BL",3
"COLLIAR AVE",1
"COLONIAL  AVE",1
"COLONIEL RD",1
"COMMONWEAITH AVE",2
"CON C",1
"CONCORD AVE.",2
"CONEY ISLAD AVE",1
"CONEY LS AVE",1
"CONOVERT",1
"CONWAY STR",1
"CONZINE AVE",5
"COOP ROAD PIER 6 IN",1
"CORNEILA STREET",3
"CORNER OF 116 ST",2
"CORNER OF 68 AVE",3
"CORNER OF FOX STREET",1
"CORNER OF PECK",1
"CORNER OF ROCHESTER",2
"CORONA BLVD",1
"CORTELYOU  RD",2
"CORTEYOU RD",2
"COTON AVENUE",1
"COULDWELL AVE",2
"COUNTRY DRIVE SOUTH",1
"COVENTRY RD",2
"COVINGTON CTR",2
"COZIEN AVE",1
"CRACE  AVE",1
"CRAWFORD",1
"CRESECENT ST",3
"CRESENT AVE",6
"CROCHRRON",1
"CROES AVENUE",11
"CRONTONA PARK SOUTH",4
"CROOKE AVENUE",4
"CROSBY BLVD",3
"CROSS BX EXPWAY 100",1
"CROSSVIEW AVE",1
"CROTORA AVE",1
"CROWN PARK EAST",1
"CROYONA AVE",1
"CTB ARRIVALS",4
"CTP",2
"Concord Ln",2
"Cooke St",6
"Crown Pl",2
"DAHLREN PL",1
"DALMETTO ST",1
"DARTMOUTH STREET",3
"DECUTUR ST",1
"DEGRAW STR",1
"DEHALB AVE",1
"DEKALB AVW",3
"DELANECY STREET",4
"DELNCEY",1
"DELON ST",1
"DEOVE ST",1
"DETCOVEN CT",1
"DEVON LOOP",4
"DIVIISOIN ST",1
"DIVISON STREET",2
"DIXON AVE",9
"DOANE AV",1
"DOANE AVE",4
"DOMINICH ST",1
"DONMANS RD",1
"DORUNGTON AVE",1
"DOSCHER  ST",1
"DRIVE OF 90-02 80 ST",1
"DRUMGALE RD E",1
"DUAVE ST",1
"DUNBARD ST",1
"DUNGAN HILLS AVE",1
"DUNGAN ST",1
"DUPONT",1
"DUTCHKILLS ST",2
"Depew Ave",9
"Duke Pl",1
"E  167 ST",2
"E  6 ST",1
"E .175 ST",1
"E .45 ST",1
"E .96 TH ST",1
"E .FORDHAM RD",8
"E 101TH STREET",1
"E 102ST",1
"E 102TH ST",11
"E 110TH STREET",5
"E 116 S",1
"E 119THS T",1
"E 13 ST.",1
"E 132TH ST",1
"E 143RD ST",9
"E 144TH STREET",6
"E 15 TH ST",3
"E 150TH ST",3
"E 157",6
"E 161 ST STREET",6
"E 178 ST PK LOT",2
"E 181TH",1
"E 188 ST.",1
"E 19 STR",1
"E 193RD STREET",1
"E 19TH  ST",2
"E 20 TH",2
"E 210TH",3
"E 211",11
"E 216 TH ST",2
"E 241` ST",1
"E 25 STREET",6
"E 28ST",2
"E 30ST NY NY 10016",3
"E 380 ST",1
"E 741 ST",2
"E 76TH AVE",1
"E 77ST",1
"E 8 6ST",1
"E 86TH",3
"E 87TH ST.",1
"E 9 S",1
"E 93 SRT",1
"E 94 TH ST",5
"E 95 ST S/B",1
"E ARCHER ST",1
"E BOSTON ROAD",1
"E CHESTE RD",2
"E CORNER 95 GLENWOOD",1
"E GERALD AVE",1
"E LEXINGTON  AVE",1
"E MOSH PKWY AV",1
"E MOSHOLU PKWY MOTHR",1
"E MOSHOLU PWKY",1
"E MTEDEN AVENUE",1
"E VANCOURTLAND",2
"E `116 ST",1
"E.108 ST",3
"E.166TH STREET",2
"E.175 STREET",3
"E.175TH STREET",1
"E.195TH ST",1
"E.197 STREET",2
"E.46TH STREET",3
"E/B BELT PARKWAY RES",1
"E/B C/O ARCHER AVE",1
"E/B MOUNT EVEN PKWAY",1
"E/B ON FARRAGUT ROAD",1
"E/B WHITESTONE EXPWY",3
"E/O 1010 SOUNDVIEW A",1
"E/O 77TH STREET",1
"E/S 144 PL 100FT",1
"E/S 32 ST",2
"E/S 36 AVE",1
"E/S 42 ST",2
"E/S 47 AVE",3
"E/S 58 ST",2
"E/S 5TH AVENUE",6
"E/S 65 ST",3
"E/S 6F ANTHONY AVE",1
"E/S 74 ST 30 PL",1
"E/S 7AVE",2
"E/S AUTUM AVE",1
"E/S BRYANT AVE",2
"E/S C/O CRESTON AVE",1
"E/S CAMPUS RD",2
"E/S COURTLANDT 5",1
"E/S CYPRESS AVE",3
"E/S E 102 ST",7
"E/S E 17TH ST",1
"E/S E 20",1
"E/S E 99 ST",1
"E/S EDGECOMBER AVE",1
"E/S FANCHON PL",8
"E/S FORCE TUBE",2
"E/S FR CAPODONNO BLV",12
"E/S FRESH MEADOW LAN",1
"E/S FRONT ST 50FT",1
"E/S GRAND CONCOURSE",7
"E/S HAMILTON PLWY",1
"E/S HARING ST",2
"E/S HINSDALE ST",2
"E/S LEWIS ST 75FT",1
"E/S LUDLOW ST",1
"E/S MARCUS GARVEY",2
"E/S MC GUINESS BLVD",1
"E/S MC GUINNESS BLVD",3
"E/S MERIER ST 50FT",1
"E/S OF 3RD AVE 10FT",2
"E/S OF 3RD AVE 25FT",1
"E/S OF BEACH 99TH ST",1
"E/S OF MEADOW",4
"E/S OF MONTGOMERY ST",2
"E/S OLMSTEAD AVE",5
"E/S OR 11TH AVE",1
"E/S PEARL ST 40FT",1
"E/S RIVER ST",1
"E/S RIVER TERR.",1
"E/S ROCHESTER AV",1
"E/S STANTON ST",6
"E/S VALENTINE AVE",1
"E/S VARICK ST",5
"E/S WILLIAMS AVE",1
"E145 ST",3
"E31 ST",1
"E52ND ST.",2
"E79 ST",5
"E83 ST",2
"EAMES",5
"EAST  NEW YORK AVE",3
"EAST 1 ST ST",1
"EAST 104TH STREET",3
"EAST 132 STREET",5
"EAST 141TH STREET",1
"EAST 145 STREET",3
"EAST 149TH STREET",1
"EAST 153RD ST",5
"EAST 162ND ST",1
"EAST 166",1
"EAST 166TH STREET",1
"EAST 174",4
"EAST 182 STREET",3
"EAST 199TH STREET",2
"EAST 226 STREET",28
"EAST 226TH STREET",2
"EAST 24",5
"EAST 266 STREET",1
"EAST 274 ST",1
"EAST 34TH",2
"EAST 40",2
"EAST 51",8
"EAST 69TH ST",2
"EAST 72 STREET",9
"EAST 83RD ST",24
"EAST 89TH ST",1
"EAST ANDREWS LANE",1
"EAST HILL AVE",1
"EAST MOCHULO PKWY",1
"EAST MOSHOLU PARK",2
"EAST NY AVENUE",9
"EAST OF 110 ST",1
"EAST OF 11TH AVE",1
"EAST OF A C PONTHE",1
"EAST STREET",7
"EAST/SIDE 6TH AVE",1
"EBOY LANE",1
"EDGECOMBE RD",1
"EDGMERE AVE",1
"EGLARG PL",1
"ELIZARETH ST",2
"ELKS RD",4
"ELLIOTT",1
"ELMIRA AVE",1
"ELMONT LA",1
"ELMWOOD AV",6
"EMT EBEN",1
"EOF MCD AVE",1
"ERICKSON ST",2
"ERISCON PL",1
"ES 7 AVE",1
"EVERGREEN  AVE",2
"EVESCANT ST",1
"EXTGRIER ST",2
"Eldridge Ave",6
"Elias Pl",1
"Emerson Ct",4
"Errington Pl",6
"F.D. BLVD",3
"F/O 168",1
"F/O 229-16 MERRICK B",1
"F/O 456 DEKALB AVE",1
"F/O 51-32 BEACH CHAN",1
"F/O 872",1
"F/O 935",2
"F/O ONE TIMEW SQUARE",2
"FAIRVIEW PLACE",4
"FAKON AVE",1
"FARRAGNT RD",3
"FARRAGUTT",2
"FARVIEW AVE",2
"FATHER CAPADANNO BLV",3
"FAYETTE",2
"FDK",1
"FEATHER BED LANE",2
"FIEBSTONE RD",1
"FIELD 82 WARDS MEADO",4
"FILMORE ST",4
"FIRST  AVE",2
"FISHERMANS LOT IN",1
"FLATLANDS 5 ST",2
"FLETCHER AVE",1
"FLUSHING CORONA PARK",1
"FLUSHING MEADOW PAR",3
"FMEA N/S TENNIS COUR",1
"FOCH BL",2
"FOCH BOULEVARD",4
"FOLSYTHE ST",1
"FOOD CENTER",1
"FORT INDEPENDENCE AV",2
"FORT TILDEN T4 S/E S",1
"FORWLER AVE",1
"FR CAPADANNO  BLVD",1
"FRED BLVD",1
"FREDERICK DOLG BLVD",1
"FREDERICK DOUGHIS HV",1
"FREDERICK DOUGLAS BV",1
"FREERICK DOUGLAS",1
"FRESH MEADOW LA",1
"Front Ave",9
"GARDNER AVENUE",3
"GARRETSON AVENUYE",1
"GARRETT ST",6
"GARRISON AVENUE",17
"GATES VE",1
"GATEWAY  DRIVE",1
"GCP SRVC",1
"GERGAN ST",1
"GIFFORDS LA",1
"GITS AVE",1
"GIVEN",1
"GLASCOE AVE",1
"GLEANE STREET",1
"GLEASON AVNEUE",1
"GLENWOOD PL",2
"GOULDER AVE",2
"GRAGER ST",1
"GRAND CONCOUSE ST",1
"GRAND TERMINAL ARRIV",1
"GRANITE AV",2
"GRAVE AVE",2
"GRAVESEND NECK AVE",1
"GREENPORT",1
"GREENWICH ENT",2
"GROVE",6
"GSPLANA RD",1
"GUY BREWER RD",1
"Greenport St",1
"Greta Pl",6
"HALPIN AVE",3
"HAMMELS",1
"HAMPTON PLACE",4
"HANSON  PL",1
"HAPELYE ST",1
"HARKSTONE ST",1
"HARLAM RIVER PARK BR",1
"HARLEY CT",1
"HARTMAN ST",2
"HAVEY",1
"HAWCOCK ST",1
"HAWTHOVNE",1
"HEATA AVE",1
"HEATH COTE AVE",9
"HEGAMAN AVE",2
"HEGNEY PL",1
"HENDRIX AVENUE",1
"HENNESSY PL",4
"HERMANY",4
"HESSLER AVE",9
"HICKORY CIRCLE",1
"HIGHROCK PK",1
"HILLAIDE AVENUE",1
"HINT BLVD",1
"HOLDEN AVE",1
"HOLLWOOD AVE",3
"HOMER",1
"HOMER ST",1
"HORACE HARDING  EXP",1
"HORON ST",2
"HORTON STREET",1
"HOTCH RIVER PKWY",3
"HOYTS ST",1
"HUCTCHINSON RIVER PK",1
"HUSHES AVE",3
"HUTCH  RIV PKWY",2
"HUTCH RVR PKY E",33
"HUTCHINSON PKY",3
"HUTH RIVER PKWY",1
"Hanson Ct",1
"Hillcrest Ter",5
"Hitchcock Ave",4
"I/F 128 DUPON ST",1
"I/N C/O RESERVIOR AV",1
"I/O 3279 3RD AVENUE",2
"I/O 3901",1
"I/O BEVERLY RD",2
"I/O BRONX PARK EAST",1
"I/O C/O ARDEN AV",1
"I/O CLAREMONT PRKWY",1
"I/O E/B 125 ST",3
"I/O HOBART ST",1
"I/O KINGS HWY",7
"I/O LIBERTY AVE",1
"I/O MCDONALD AVE",2
"I/O NICHOLAS",1
"I/O PENRID ST",1
"I/O S/E CORNERAY",1
"I/O W 15",1
"I/O W 23 STREET",1
"I/O WOODLAWN METRO W",1
"I/S WOODTOWN METRO N",1
"IM NAHIH ROAD",1
"INDERPENDENCE AVE",1
"INSIDE LEVEL B 88-01",1
"INSIDE WOLFS POND",1
"INTERLE AVE",1
"INTERSECTION ROCHEST",1
"IRENE ST",1
"IRVING AVER",1
"ISLAM AVE",1
"ITHICA ST",4
"IU 1 UNION S",1
"Ismay St",2
"JAKE CT",1
"JAMAICA  AVE",8
"JANATA AVE",1
"JARDINE ST 100FT",1
"JARET AV",2
"JDA COURT",1
"JEFFERSON AVENUE",7
"JEORME AVE",5
"JERJOME ST",1
"JERMOE AVE",4
"JFK I 5 ARRIVALS",1
"JFK LOT 8",1
"JFK PARKING LOT 8",2
"JFK TS ARRIVALS RD",1
"JFK-1 HOWARD BEACH A",1
"JFKIA TERM 7",1
"JOHNSON PL",8
"JOLINE AVE",3
"JORALEMAN ST",6
"JORALEMONT STREET",2
"JULIANA PL",1
"JUMEL ST",8
"Joel Pl",6
"KEILY PL",1
"KENNELLWORTH",2
"KICKERBOCKER",2
"KING ROAD",1
"KINGBRIDGE TERR",4
"KINGHIGHWAY",1
"KISSENA CORRIDER PK",1
"KISSNA",1
"KNICKER BOCKER AVE",2
"KNICKERBOCKER VE",1
"KOSCIUSCO",1
"KOSCIUSZCKO ST",1
"Kenwood Ave",2
"L/S HOYT ST",2
"L/S OAK TREE PLACE B",2
"L/S W 180 STREET",1
"LAFAYETE",2
"LAGUARDA PLC",1
"LAKEVIEW LA",2
"LANE ST",1
"LAREDG AVE",1
"LASANE ST",1
"LATOURETTE ST",2
"LAYETTE AVE",1
"LEAVITT PL",2
"LEEXINGTON AVE",1
"LEFFERT PL",2
"LEONA ST",9
"LESBRON PL",1
"LEXINGOTN",1
"LFLATBUSH AVE",1
"LGA AIRPORT",7
"LGA PARKING LOT P2",5
"LGA TER A SHORT TERM",1
"LGA TERMINAL B-OUTER",1
"LGA TERMINAL C OUTER",2
"LGA- PARKING LOT 2",1
"LGA-CTB UPER LEVEL",1
"LINCLON PL",6
"LINDEM BLVD",1
"LINDENWOOD AVE",2
"LITTLENECK",1
"LNCRTTIEN ST",1
"LOCUST MANOR TRAIN S",9
"LODDINGTON AVE",1
"LONG ISLAND EXWY",1
"LONG PL SO",1
"LONGSTON AVE",1
"LONGTATE ST",1
"LORETTA ROAD",13
"LORING PL WORTH",1
"LORRAME ST",2
"LOT 800 SOUNDVIEW AV",1
"LOT OF 1020",4
"LOT OF 1720 WATON AV",1
"LOUISIANNA AVE",2
"LUDLAN ST",2
"LURTING SVE",1
"LYON",1
"Lansing St",6
"Laurel Dr",1
"Locke Ave",6
"Lois Pl",5
"M DONALD AVE",1
"MACDOUGHL",1
"MACORMAC PL",1
"MAGENTA STREET .",1
"MAILLA ST",1
"MAIN STI RI NY 10044",1
"MALBOROUGH RD",14
"MALVINA AVE",1
"MANHATAN AVENUE",1
"MANHATTAN BRIDGE",1
"MANHATTAN PARK, WALL",1
"MANHATTANA AVE",3
"MANILLA ST",13
"MAPLE PKWY",4
"MAPLES ST",1
"MARCRUS GARVEY BLVD",1
"MARGANT PLACE",1
"MARION AVER",2
"MARLIBRO RD",2
"MARTINEZ PLAYGROUND",1
"MARTON AVE",5
"MATTHEWSON ROAD 100F",1
"MC DUNALD AVE",1
"MC OWEN AVE",1
"MCCATTERN PARK",1
"MCCOMBS PL",6
"MCDONALD STREET",3
"MCKINLEY ST",2
"MCKKVER PL",1
"MCLARREN PARK",1
"MCREIGH AVE",1
"MEDONOUGH ST",1
"MEIROSE ST",1
"MENAHEN",1
"MERCALF AVE",1
"MERMAIN AVE",4
"MERRIS",1
"MESDROLE ST",1
"METROPLOITAN AVE",3
"METROPOLITIAN OVAL",2
"MILESAE",1
"MILLLER FIELD",1
"MINEROLA PL",1
"MLK PLACE",3
"MMDEOTHMBDMFWGHWFI",1
"MNRR STATION",1
"MOLUISSON AVE",1
"MONAEO PLACE",3
"MONCHESTER RD",1
"MONTANK",1
"MONTAUK PL",1
"MONTGOMERY AV",5
"MORNINGSIDE DR.",3
"MORTOM ST",1
"MOSH PK S",4
"MOSHOLU PLAYGROUND B",1
"MOUNT HOPE AVE",1
"MOUNT OLIVET CREST",1
"MOUTGOMERY PL",1
"MUILNER AVE",1
"Madsen Ave",1
"Markham Pl",1
"Mildred Pl",2
"Motley Ave",3
"Muhlebach Ct",2
"N 1 STREET",1
"N 10TH STREET",2
"N 3ST",1
"N 4 STREET",1
"N AVENUE",2
"N BURGER AVE",2
"N SIDE OF PACIFIC",2
"N. MOORSE ST",1
"N//E C/O AVE V",1
"N/B 51 ST",2
"N/B CALLOWAY ST",3
"N/B COLDEN ST",1
"N/B PARK AVE",2
"N/B W7 ST 50FT",1
"N/B WHITESTONE EXWY",1
"N/E 120 STREET",1
"N/E 29 AVE 3FEET",1
"N/E AVE L",1
"N/E C/O 113 ST",2
"N/E C/O 115TH ST",4
"N/E C/O 153 STREET",5
"N/E C/O 167 ST",2
"N/E C/O 169 ST",1
"N/E C/O 183",1
"N/E C/O 19 AVE",3
"N/E C/O 20 AVENUE",1
"N/E C/O 221 PL",1
"N/E C/O 234 ST",1
"N/E C/O 42 ST",5
"N/E C/O 48 ST",3
"N/E C/O 6TH STREET",2
"N/E C/O 84TH ST",1
"N/E C/O ALBANY AVE",3
"N/E C/O AMERSFORT PL",1
"N/E C/O ARTHUR",1
"N/E C/O ASHLAND",1
"N/E C/O ASTON",1
"N/E C/O AVE W",1
"N/E C/O BAY AVE",2
"N/E C/O BLAKE AVE",2
"N/E C/O BRYANT",2
"N/E C/O E 1297 ST",1
"N/E C/O E 141 ST",2
"N/E C/O E 167",2
"N/E C/O E 25",1
"N/E C/O E 68 ST",2
"N/E C/O E GUNHILL RD",5
"N/E C/O ELDER AVENUE",1
"N/E C/O EVELYN",1
"N/E C/O FULTON AVE",1
"N/E C/O HINSDALE ST",1
"N/E C/O JEFFERSON ST",2
"N/E C/O LEFFERTS AVE",1
"N/E C/O LINWOOD",2
"N/E C/O MERRICK PL",1
"N/E C/O NEW YORK AVE",3
"N/E C/O NEWKIRK",1
"N/E C/O QUENTIN ROAD",1
"N/E C/O SEDGWICK",2
"N/E C/O SEWARD AV",1
"N/E C/O W 82 ST",1
"N/E C/O WALLACE",1
"N/E C/O YELLOWSTONE",1
"N/E CO AVE K",1
"N/E CORNER MADISON A",2
"N/E CORNER W 112 ST",1
"N/E FLEET PL",1
"N/E HONE STREET",1
"N/E LAFAYETTE AVE",1
"N/E LIVONIA AVE",1
"N/E N/W HENRY ST",1
"N/E PARSONS BLVD",2
"N/E WEBSTER",1
"N/E WEST 7 ST",2
"N/E WIRT AV",1
"N/E/C EDGECOMBE AVE",2
"N/E/C/O ELBERTSON",2
"N/E/C/O OTTO RD",1
"N/N/CO E 50TH ST",1
"N/O 110 ST",1
"N/O 47 AVE",1
"N/O 7146 67 ST",11
"N/S  AVE M",1
"N/S 126TH ST",4
"N/S 137 AVE",2
"N/S 138 ST",1
"N/S 149 AVE",2
"N/S 15 AVE",1
"N/S 2 AVENUE",2
"N/S 29 ST 100FT W/O",1
"N/S 34 AVE 100FT",1
"N/S 340 W 28 ST",1
"N/S 36 STREET 100FT",1
"N/S 42 RD 30FT",7
"N/S 43RD ST 15FT",1
"N/S 44 STREET",3
"N/S 48 AVE 40 E/O",1
"N/S 541ST ST",3
"N/S 61RD ST",1
"N/S 72 ST",1
"N/S 99ST 30FT",1
"N/S ASTONIA BLVD",1
"N/S ATLANTIC AVE 10F",1
"N/S AV H",1
"N/S AVE T",2
"N/S BEAYER PL",1
"N/S BOOTH MEMORIAL A",3
"N/S CAMPUS RD 15FT",1
"N/S CATALPA AVE",2
"N/S CBX EXPWY",1
"N/S DEKALB",1
"N/S DEKALB AVE",12
"N/S E 59TH ST",2
"N/S E 80 15 FEET EAS",1
"N/S EMPIRE BLVD",4
"N/S FLATBUSH AVE",2
"N/S FLUSHING AVE",13
"N/S GREEN POINT",1
"N/S HENRY ST 30FT",1
"N/S MACOMBS PL",1
"N/S MARKET SLIP 100F",3
"N/S N 3 ST",1
"N/S N 8TH ST",1
"N/S NORTH AVE",1
"N/S OF E 120 ST",6
"N/S OF E 178 30FT",1
"N/S OF MONTGOMERY ST",4
"N/S OF WINTHROP STRE",1
"N/S REMSEN ST 60FT",1
"N/S RISSA ST",1
"N/S SEAGIRT BLVD",2
"N/S SHORE FRONT PARK",2
"N/S SOMERS ST",1
"N/S ST CLARIR PL",1
"N/S STARR AVE 80FT",1
"N/S THORNHILL AVE",1
"N/S VERVELEEN PLACE",4
"N/S W 133 ST",2
"N/S W 247 ST 100FT",1
"N/S W 32",1
"N/S W 32 ST 5",6
"N/S W 33RD ST BET 11",1
"N/S W 34 ST 100",2
"N/S W 40TH ST",1
"N/S W 97 ST",2
"N/S W KINGBRIDGE RD",1
"N/S WILLS AVE",2
"N/S/O 43 ST",1
"N/S/O AMITY ST",1
"N/S/O AVE K",2
"N/V JACKSON",1
"N/W 81 AVE",1
"N/W BCH 84 ST",1
"N/W C/O  104 ST",1
"N/W C/O  WEST 3RD",1
"N/W C/O 107 AVE",5
"N/W C/O 11TH AVE",2
"N/W C/O 120TH ST",2
"N/W C/O 129 ST",2
"N/W C/O 138 ST",5
"N/W C/O 143 ST",5
"N/W C/O 147 ST",9
"N/W C/O 179TH",1
"N/W C/O 217 ST",1
"N/W C/O 25 AVE",3
"N/W C/O 264 ST",1
"N/W C/O 267 AVE",1
"N/W C/O 3 239 ST",1
"N/W C/O 67TH",1
"N/W C/O 85 AVE",13
"N/W C/O BARBEY ST",2
"N/W C/O CLEARVIEW EX",3
"N/W C/O COMMON WEATH",1
"N/W C/O E 116 ST",1
"N/W C/O E 38 ST",3
"N/W C/O E 54 ST",3
"N/W C/O E 70 ST",1
"N/W C/O ELY AVE",4
"N/W C/O FOSTER AVE",9
"N/W C/O HOLLIS AVE",1
"N/W C/O LEFFERTS AVE",2
"N/W C/O MARCY AVE",1
"N/W C/O OF MARKET SL",2
"N/W C/O OLMPIA BLVD",1
"N/W C/O RENEDICT AVE",1
"N/W C/O W 15TH ST",2
"N/W C/O W 173 ST",1
"N/W C/O W 176TH ST",11
"N/W C/O WEBSTER AVE",6
"N/W CORNER CADMAN PL",1
"N/W CORNER SUTTER AV",1
"N/W CORNER W 3 ST",1
"N/W GOULDEN AVE",1
"N/W GRAND CONCOURSE",1
"N/W SHERIDAN",1
"N/W W 162",2
"N/W W 42 ST",1
"N/W/C W 177",1
"N/W/C/O 219",1
"N/W/C/O E 95 ST",1
"N/WC/O  97 AVE",1
"N/WC/O MESEROLE AVE",1
"N12TH  ST",1
"NAPIER AVE",3
"NASHVILLE",3
"NATIONAL ST3",2
"NE C/O ATLANTIC AVE",1
"NE C/O FLATLANDS AVE",1
"NE C/O OF 92 STR",1
"NEAR 300 E MOSHOLU P",1
"NECK ROAD",2
"NEPTUNE AVE 250",1
"NEW JERSEY AVENUE",5
"NEW SERSEY AVE",1
"NEWDORP PLAZA S",1
"NEWLALL AVE",1
"NEWTOWN  AVE",2
"NISTRAND AVE",1
"NO.8TH ST",7
"NOBLVE AVE",1
"NORSON AVE",1
"NORTH 8TH STREET",1
"NORTH EDGEWATER",6
"NOURTH MOURY STREET",1
"NS JUNCTION BLVD",2
"NW C/O 78 STREET",1
"NW C/O E 17 ST",1
"NW CORNER OF 54 ST",1
"NW DUMONT AV",3
"NWC 144 PL 5",1
"North Henry St",6
"O  GORMAN AVE",1
"O'Connel Ct",2
"O/O 137 RIVINGTON ST",1
"O/O 165 E 112 ST",1
"ODGEN AVE",4
"OH AVE D",1
"OHM AVENUE",2
"OLD FULTON AVE",1
"OLD ROCKAWAY",1
"ON E 95 ST",3
"ON LORIMER",1
"ONDEEDONK AVE",2
"OPPOSITE 1210",1
"OPPOSITE 177 MAYBERR",2
"ORCHARD BCH RD",6
"ORCHARDS",1
"OVERLOCK TERRACE",2
"Oxholm Ave",2
"P/I R/O 1330 WEBBTER",1
"P/O 141-50 77 RD",1
"PACIFC ST",7
"PACIFIC S",3
"PADEGATE 6 ST",4
"PAERDEGAT",7
"PAERDEGAT 11TH STREE",1
"PAERDEGAT 1ST",3
"PAERDEGAT 8 ST",6
"PALISADES AVE",4
"PANADE PL",1
"PARK AVE (PARKING LO",1
"PARK AVE NYC",1
"PARK DRIVE NORTH",1
"PARKING LOT B94ST",1
"PARKLN SOUTH",1
"PARKVILLE AV",2
"PAWNEE",2
"PEARLE ST",1
"PECK SUP",1
"PELICAN CIRCLE",1
"PELL  ST",1
"PEMBOTAN AVE",1
"PEN N PLAZA",1
"PENNSLVANIA AVE",3
"PENNSYVANIA",2
"PESHING CRES",1
"PETTIT AVE",11
"PHELAN PKWY",1
"PIER 4 BROOKLYN BRID",2
"PIER ONE BROOKLYN",1
"PIERPORT ST",1
"PILGRIM AVE",6
"PINK AVE",4
"PLAINVIEW PL",1
"PLAMETTO ST",3
"POM RIDGE AVE",1
"PORTH AUTHORITY BUS",1
"PRESIDENT  STREET",4
"PROPSECT",2
"PROSPECK PARK WEST",2
"PUTAN AVE",1
"PUTNAM PL",21
"PUTNUM",5
"QNS MIDTOWN EXPW",1
"QNS MISTOWN EXPWY",1
"QUEENS B;VD",1
"QUEENS PLZ",6
"QUINEY ST",6
"QUINTEN RD",3
"R 182 ST",1
"R/O 100 ESSEX DRIVE",3
"R/O 121-16 OCEAN PRK",1
"R/O 1343 WASHINGTON",1
"R/O 155-22",1
"R/O 159-26 HARLEM RI",3
"R/O 2035 E 97TH ST",1
"R/O 215 WORTMAN AVE",2
"R/O 23-29",1
"R/O 281",2
"R/O 2925 8TH AVE",1
"R/O 360 FRUMAN ST",1
"R/O 3601 AVE M",11
"R/O 45-73 BELL BLVD",1
"R/O 4609 11 ST",1
"R/O 5210 BROADWAY",2
"R/O 595 FDR DR",3
"R/O 6019 67 AVE",11
"R/O 686 MAIN ST",3
"R/O 69 BENNET COURT",1
"R/O 820 HENDERSON AV",2
"R/O 98-26",2
"R/O 99 FT WASHINGTON",4
"R/O C/O 20 LACONA",1
"R/S 37 ST 7 AVE",1
"R/S 99TH ST FROM FT",2
"R/S DUMONT",1
"R/S ELSMERE PLACE",1
"R/S FT HAMILTON PKWY",2
"R/S OAK TREE PLACE",5
"R/S SPOFFORD AVE",1
"R/S/D",13
"RADALLS ISLAND",1
"RAMONA",2
"RAPLH ST",1
"RATHBUN",4
"RCKWY BLVD",1
"READS CANE",1
"REAOF5995 SHOREPARKW",1
"REAR 255 GREENWICH S",1
"REAR 6 65-01",1
"REAR OF 1480 PARK AV",1
"REAR OF 797 BUSHWICK",1
"REAR OF HARROD AV",1
"REAR OF HARROD AVE",1
"RECHARD BEACH RD",3
"REESE AVE",1
"RENDELL AVE",1
"RESANT PL",1
"RESERVIOR",4
"RESOVIOR AVE",1
"REV JAMES POLIFE",1
"REWVE ST",1
