"V1","V2"
"FORD","3969"
"TOYOT","2475"
"HONDA","7460"
"NISSA","13591"
"CHEVR","3875"
"FRUEH","7169"
"ME/BE","24662"
"BMW","7236"
"DODGE","5081"
"JEEP","21700"
"HYUND","6089"
"GMC","3448"
"LEXUS","3847"
"INTER","6772"
"ACURA","5127"
"CHRYS","7242"
"VOLKS","18545"
"INFIN","2552"
"SUBAR","25201"
"AUDI","3462"
