"V1","V2"
"C/O AV J",2
"C/O AVE  K",1
"C/O AVENUE I",2
"C/O AVENUE K",5
"C/O BAY AVE",8
"C/O BEACH 83 STREET",1
"C/O BEACH BREEZE LN",1
"C/O BELMONT AVE",9
"C/O BERGEN ST",3
"C/O BILLIOU",2
"C/O BOURTON",1
"C/O BREVOORT",1
"C/O BRIGHTON 5 ST",1
"C/O BRONX BLV",1
"C/O BRUCKNER",3
"C/O BRUNTON AVE",1
"C/O BX PK EAST",2
"C/O CHAMBERS",2
"C/O CLASSON AVE",3
"C/O COLUMBIA",5
"C/O CRESENT AVE",1
"C/O CROSS BX EXPWY",2
"C/O DIMAS AVE",1
"C/O E 144 ST",6
"C/O E 188 STREET",1
"C/O E 194",1
"C/O E 214 ST",2
"C/O E 234 ST",4
"C/O E 25 ST",4
"C/O E 39",1
"C/O E 56",3
"C/O E 7 ST",2
"C/O E 80TH ST",1
"C/O E 85TH ST",1
"C/O E 96 ST AVE",2
"C/O E 98 ST",4
"C/O EAST 208 ST",2
"C/O EAST 52 STREET",1
"C/O EAST BAY",3
"C/O EDSON AVE",4
"C/O ESTATES LANE",2
"C/O FISH AVE",1
"C/O FITCHETT",1
"C/O FUTURITY PL",1
"C/O GIVAN AVE",4
"C/O GREEN AVE",4
"C/O HAMMERSLEY AVE",9
"C/O HAVEMEYER AVE",3
"C/O HENDRICKSON PL",2
"C/O HONE ST",1
"C/O HOOPER",1
"C/O HUGEUNOT AVE",1
"C/O HUNT AVENUE",1
"C/O KINGSLAND PL",2
"C/O LIBERTY",8
"C/O LINDEN ST",3
"C/O LIVONIA",4
"C/O LUHRE CT",1
"C/O LYVRRE",1
"C/O MAIDEN LN",5
"C/O MAROLLA PL",1
"C/O MARTENSE ST",7
"C/O MCDOLAD AVE",1
"C/O MCDONALD AVE",8
"C/O MONTGOMERY ST",6
"C/O MOSHOLU PKWY N",1
"C/O MULINER AVE",2
"C/O N/B HUNT AVE",1
"C/O N/B MANHATTAN",1
"C/O N/E 91 AVE",1
"C/O N/E VERNON BLVD",1
"C/O N/W 139 ST",1
"C/O NORTH END",2
"C/O PARK LN SOUTH",2
"C/O PARKVILLE AVE",12
"C/O PATTERSON",3
"C/O PERRY AVE",8
"C/O PRESIDENT ST",9
"C/O ROBERTS AVE",1
"C/O ROSE ST",1
"C/O S/E E 39 ST",1
"C/O S/W E 21",1
"C/O SAINT MARYS",1
"C/O SB RESEVIOR STRE",1
"C/O SOUNT END",1
"C/O SOUTH 1 STREET",3
"C/O SOUTH 5 ST",3
"C/O SOUTH RAILROAD",1
"C/O SOUTH RD",4
"C/O ST NICHOLAS PL",1
"C/O STANHOPE ST",1
"C/O STANTON ST",3
"C/O STRAFFORD",1
"C/O TREMONT AVE",1
"C/O VAN COURTLANDT P",1
"C/O VERONICA AVE",1
"C/O VYSE",3
"C/O W 183 ST",5
"C/O W 192 ST",3
"C/O W 38",1
"C/O W 51 ST",2
"C/O W 52",3
"C/O W THAMES",1
"C/O WHITE",1
"C/O WIRT AVE",2
"C/O/O AVE M",2
"CAFFEY STREET",1
"CALHOUN AV",3
"CAMINE ST",1
"CANARISE PIER PARKIN",2
"CANARSIE CIRCLE",1
"CANE AVE",1
"CANOVER ST",2
"CARVEY AVE",1
"CARY AVE",5
"CASE STREET",5
"CASTE ST",1
"CATALPA AV",3
"CATHEDRAL PKWY",8
"CATHERINE ST PARKING",1
"CEADR AVE",2
"CEDAR STREET",6
"CEMETERY",1
"CENTAL",1
"CENTRAL PARK ST",1
"CENTRAL PARKS",1
"CHARTLON ST",2
"CHERSTER ST",1
"CHESTON AVE",2
"CHISOLM ST",2
"CHRISTIE AV",2
"CINCINNATUS",2
"CLEVELAND PL",5
"CLIFF STREET",1
"CLOVER STREET",1
"CO/NW TINTON AV",1
"COLDER ST",1
"COLEIAS PL",1
"COLLEGE PT AV",1
"COLUMBIA HGTS",1
"COLUMBIA STRET",1
"COLUMBUS STREET",2
"COMMOM WEALTH AVE",1
"CONCOURSE",1
"CONCOURSE VILLAGE ES",1
"CONEY ISLND AVE",1
"CONGRESS",6
"CONTINETAL PLACE",1
"CONTRAL PARK WEST",1
"CORBIN AVE",4
"CORCONA AVE",1
"CORLEAN AVE",1
"CORNEILA ST",2
"CORNER N/W OF 179 ST",1
"CORNER OF 92 ST",1
"CORNIELA ST",1
"CORT STREET",1
"COUCH PL",3
"CRANFORD AVENUE",3
"CREGENT ST",1
"CRESCENT AVENUE",2
"CROMER ST",1
"CROND ST",1
"CROOK AVE",3
"CROOKES POINT PARKIN",1
"CROPSSEY AVE",1
"CROSBEY ST",1
"CROSS BRONX EXPWY EX",1
"CROTON PK NO",1
"CROTONA PRAK SOUTH",1
"CUMBRLAND ST",1
"CUTHBERY RD",1
"CUTUBERT RD",2
"CX BX EXWAY",3
"Cartigan Rd",2
"Curtis Ave",8
"DEBVOISE AVE",1
"DECKER  AVE",1
"DEIGLE ST",1
"DELAWARE AVENUE",4
"DENNIS TORRILELLI ST",1
"DITAMS AVE",2
"DITMAS LOT",5
"DOE PLACE",1
"DR. RICHARD GREEN",1
"DRAKE  ST",2
"DREISER LP",2
"DRUMDOOGLE RD WEST",1
"DUDLEY BLVD",1
"DUPONT",10
"DYCKMAN SY",1
"DYKER BEACH PK",1
"E 105TH STREET",2
"E 140",2
"E 140TH ST0",1
"E 143 BET WALES",1
"E 167 ST  BX NY",1
"E 172ND  STREET",1
"E 1811 BRYANT AVE",1
"E 18TH  ST",1
"E 1ST STR",4
"E 200 ST",2
"E 207TH  ST",1
"E 217 TH STREET",1
"E 227",8
"E 233 RD STREET",1
"E 32TH ST",3
"E 34 TH ST",5
"E 49 UN PLAZA",3
"E 49ST",3
"E 55TH",3
"E 56TH ST REET",1
"E 63RD STREET",7
"E 76",5
"E 79 STREE",1
"E 79T ST",1
"E 97ST",2
"E 98",5
"E BRIGGS AVE",1
"E CLER N PL",1
"E. 229",1
"E/B 35 AVE",2
"E/B C/O 20 AVE",1
"E/B E 118 ST",1
"E/B E 173",1
"E/B GRAND CENTRAL PK",1
"E/B LORIMER ST",1
"E/N C/O OAK TER",1
"E/O 3555 BIVONA ST",1
"E/O 8 AVE",2
"E/O BOYNTON AVE",1
"E/O ODGEN AVE",1
"E/S  100 ST",1
"E/S 15 AVE",3
"E/S 170 ST",7
"E/S 31ST",4
"E/S 56 ST",1
"E/S 60 PL",3
"E/S 67TH ST",2
"E/S 93 AVE",2
"E/S 98 PL",1
"E/S BARNES AVE",1
"E/S E 102ND  ST",1
"E/S E 108 ST",1
"E/S EGGERT PL",1
"E/S MARIONA AVE",1
"E/S MONROE ST",5
"E/S NEVIN",1
"E/S NOSTRAND AVGE",1
"E/S OF 3RD AVE",7
"E/S OF 96 ST",1
"E/S OF GRANT AVE",1
"E/S PAERDEGAT N",2
"E/S PAYSON AVE",2
"E/S SEDGEWICK AVE",4
"E/S SEDGWICK AVENUE",7
"E/S STEWART ST",1
"E/S VARICK AVENUE",2
"E/S/O 7TH AVE",2
"E/S/O BRONK PARK",1
"E/S/O S CONDUIT",1
"E1 38 ST",2
"EAST 100TH ST",2
"EAST 109TH STREET",3
"EAST 110TH STREET",2
"EAST 143 STREET",2
"EAST 145TH STREET",2
"EAST 151",1
"EAST 163",3
"EAST 190 STREET",3
"EAST 195TH STREET",2
"EAST 201ST",2
"EAST 204TH ST",1
"EAST 55TH STREET",4
"EAST 63 ST",5
"EAST 70TH STREET",1
"EAST 77ST",1
"EAST 85TH AVE",1
"EAST C/O PROSPECT",1
"EAST KINGBRIDGE RD",2
"EAST MOSHULU PRKWAY",1
"EAST NY  AVE",4
"EAST SIDE ADAMS ST",1
"EAST VAN CORTLAND PA",2
"EASTERN PK",5
"EASTERN PRK",1
"EB E125 ST. 5 AV - P",9
"EDENWALD",1
"EDGARTON BLVD",1
"EDGEGROVE",1
"EDWARD MORGAN PLACE",1
"EL GRANT WHY",1
"ELIZABETH SRT",1
"ELLIOTT ST",1
"ELLORY ST",1
"ELLRENT AVE",1
"ELLSWORTH AVE",6
"ELTON STREEET",1
"ELY AE",1
"EMPIRE BLVDE",1
"END PARK WEST",1
"ERAMUS ST",2
"ERIK PLACE",2
"ES 80 ST",1
"EWST 79TH ST",1
"East Rd",4
"F/O 26-45 8TH AVE",1
"F/O CLAY ST",1
"FAILLE ST",1
"FALMOUTH ST",2
"FATHER CAPODONNA BLV",1
"FDE DRIVE",3
"FELLER AVE",1
"FENTON",4
"FLATBUSH EX",1
"FLECT WALK",2
"FLUSHING MEADOW CARO",1
"FMCP OPP 58TH",1
"FOOTHILL AVENUE",1
"FORDHAM PL",1
"FOREST PARK - VICTOR",1
"FORT GREENE PLAZA",1
"FORT HAMILTON AVE",5
"FORT INDP",2
"FOSTERS AVE",1
"FT WADSWORTH PARK",1
"FT WAHSINGTON",1
"FT. HAMILTON PKY",4
"Ford Pl",2
"G CONCOURSE",8
"G.R BREWER BLVD",1
"GARFIEILD PL",1
"GATWAY  DR",1
"GCPSRS",2
"GELAND AVE",1
"GERARD  AVE",3
"GERARDA VE",1
"GERRARD AVE",2
"GIVES PLACE",1
"GLEESON AVE",1
"GLENDALE ST",1
"GLOBE AVE",3
"GNRA-FORT TILDEN",4
"GOETHELS RD N",2
"GOUVERNEUR ST",4
"GOVERNOR",1
"GRACIE SQUARE",4
"GRAHAM ST",6
"GRAMERCY PARK SOUTH",5
"GRAMGER ST",2
"GRAND CONCOUORSE",1
"GRANITY PL",2
"GRASSMORE TERR",1
"GREEN VALLEY ROAD",1
"GREENWOOD  AVE",1
"GRIMSBY AVE",1
"GROTE",2
"GROVESEND NECK RD",1
"GUY R BREWER BOULEVA",6
"HAGGERTY PK",5
"HANIZ S SER RD",1
"HARMOND ST",1
"HATTIE JONES CT",3
"HAVEMEYER  ST",1
"HENCOCK ST",2
"HENRY RD",2
"HENRY ROAD",1
"HERLOCK ST",3
"HETT AVENUE",5
"HILLEL PL",5
"HOE",3
"HOLLMAN ST",2
"HORACE",2
"HORACE HARDING EXNY",1
"HORATION ST",1
"HUGES AVENUE",1
"HULL LANE",1
"HUTCHINGSON RIVER PK",1
"HUTCHINSEN RIVE PKWY",1
"Hardy Pl",3
"Harper St",1
"I-295",1
"I/O  E 125TH ST",1
"I/O 50 AVE",1
"I/O 86 ST",1
"I/O ALBANY",1
"I/O ARCHER AVE",3
"I/O AVE W",1
"I/O BORDEN AVE",2
"I/O BRADY AVE",1
"I/O BRONX RIVER AVE",1
"I/O CALYER ST",1
"I/O CHESTER",1
"I/O CRUGER AVE",1
"I/O E 156",2
"I/O E 89",1
"I/O EMPIRE BLVD",1
"I/O HOLLERS",3
"I/O NEEDHAM AVE",2
"I/O PARRAGUT RD",1
"I/O SUTPHIN",1
"I/O WEST 3 STREET",1
"I/O WOODROW RD",1
"I/S/O ARCHER",1
"IB WNT",1
"INDEPENDENCE AV",3
"INT /OF KINGSHWY",1
"INWOOD HILL ROAD",1
"IRVINE",2
"Iowa Pl",4
"JACOB RIIS PARK MAIN",6
"JEFERSON AV",1
"JENINGS ST",1
"JFK AIRPORT TERM 4 A",1
"JORALENON ST",1
"JUNIPER AVENUE",2
"JUNIPER VALLEY PK",1
"JUNNIPER 40",1
"JUNNIS ST",1
"Jansen St",14
"KANE ST BTW",1
"KEEVES AVE",1
"KINGSLAND  AVE",2
"KIPER ST",1
"KIRSHON AVE",2
"KOSCIUZSKO ST",1
"L/S CEDAR AVE",6
"L/S FARRAGUT PL",2
"L/S HOLLERS",1
"LARKEN AVE",1
"LEFFERTS PLACE",13
"LEGGETT  AVE",1
"LEGON",1
"LELAND AV",4
"LENARD ST",2
"LESBON PL",1
"LESTER AVE",1
"LEVERETTE",2
"LGA AIRPORT LOT 5",2
"LGA AMERICAN HANGAR",1
"LGA TERMINAL A",4
"LGA TERMINAL B ARRIV",10
"LINCOLN PL .",1
"LISALANE",1
"LITTLE  WEST ST",1
"LIVINE ST",1
"LN TLST",1
"LOCKE STREET",1
"LORINER ST",1
"LOTT STR",2
"LOUIS MINE BLVD",1
"Laforge Pl",3
"Lawn Ct",7
"MACDONOUGH PLACE",1
"MACON  ST",1
"MADISON ST.",2
"MAFFOT STREET",1
"MANCHESTER DR",5
"MARC GARVEY BLVD",1
"MARCY  PLACE",1
"MARLBORO RD",4
"MARTENSE ST.",1
"MCBRIDE STREET",6
"MELYN PLACE",1
"MENTOE AVE",1
"METROPOLTIAN AVE",2
"METROTECH EAST",1
"MIDLAND  AVE",1
"MIDLAND BEACH LOT",3
"MILL RD EXT LOT",3
"MINIFORD PL",1
"MOBLE AVE",1
"MOGEHAN AVE",1
"MONATUK ST",1
"MONTAUCK ST",4
"MORGAN LN",5
"MORRAT ST",1
"MOSHOLU PKW S",1
"MOURSH AVE",1
"MT CORBIN DR",2
"MT OLIVET CRESCENT",1
"MUFFATT ST",1
"MURDOCK  AV",1
"Manson St",5
"McKee Ave",3
"N 77",1
"N ELLIOT WALK",3
"N PROSPECT AVE",1
"N. CONDUIT",1
"N/B  W 117TH ST",1
"N/B 47 ST",3
"N/B C/O FULTON AVE",1
"N/B CARLTON AVE",1
"N/B E 21",2
"N/B HENRY HUDSON",2
"N/B VAN WYCK EXPWY",1
"N/C C/O 107",1
"N/E /C/O W 160",1
"N/E 114 STREET",1
"N/E 71 ST",1
"N/E ARGYLE RD",1
"N/E AVE H",1
"N/E B 80",1
"N/E C/O 101-02 117 S",1
"N/E C/O 111 ST",1
"N/E C/O 114 ST",2
"N/E C/O 133 ST",3
"N/E C/O 166 ST",2
"N/E C/O 183 ST",2
"N/E C/O 19 AVE",2
"N/E C/O 2ND AVE",1
"N/E C/O 33AV",1
"N/E C/O 40 ST",1
"N/E C/O ALBANY BLVD",1
"N/E C/O AURELIA CT",1
"N/E C/O BERGEN",1
"N/E C/O BETTS AVE",1
"N/E C/O E 125",1
"N/E C/O E 231 ST",1
"N/E C/O E 233 ST",2
"N/E C/O E 72 ST",1
"N/E C/O E 78 ST",1
"N/E C/O E 87",2
"N/E C/O E MT EDEN AV",1
"N/E C/O JENNINGS ST",1
"N/E C/O JOHNSON ST",2
"N/E C/O MULBERRY",1
"N/E C/O NORTHERN BLV",4
"N/E C/O NOSTRAND",1
"N/E C/O RUSSELL ST",2
"N/E C/O SCHENCK AV",1
"N/E C/O TINER PL",2
"N/E C/OF CRESTON AVE",1
"N/E CO 138",1
"N/E COLUMBUS CIRCLE",2
"N/E CORNER 14 AVE",1
"N/E CORNER 142 ST",1
"N/E CORNER 215 PL",1
"N/E CORNER DEPOT RD",1
"N/E IC ITHACA STR",1
"N/E LEXINGTON AVE",1
"N/E SIDE OF PARK AVE",2
"N/E/C OF W 14",1
"N/E/C/O BATHGATE AVE",1
"N/E/C/O FLATLANDS AV",1
"N/E/C/O W 41 ST",1
"N/EC/O E 88 ST",1
"N/EC/O PROSPECT AVE",1
"N/G/C/O B 80 ST",1
"N/O 59 ST",1
"N/O 65 AVENUE",2
"N/O E 125 ST",13
"N/S 110 AVE",3
"N/S 149 AVE",2
"N/S 1ST",1
"N/S 20 RD",1
"N/S 21RD",1
"N/S 23RD ST",2
"N/S 36 RD",1
"N/S 42ND ST",3
"N/S 50 AVE",2
"N/S 56TH RD",1
"N/S 64 AVE",3
"N/S 65 AVE",2
"N/S 72 ST",1
"N/S 79TH",1
"N/S 84TH ST",1
"N/S 86TH ST",3
"N/S 92ND  ST",1
"N/S 95 ST",1
"N/S AVENUE I",1
"N/S BAY 41TH",1
"N/S BAY RIDGE PARKWA",1
"N/S BERGEN ST",9
"N/S BRIGHTONWATER",1
"N/S BROOME",3
"N/S BULLARD AVE",1
"N/S COZINE AV",3
"N/S E 15TH ST",1
"N/S E 57 ST",1
"N/S EAST 142",1
"N/S EAST 166",1
"N/S EAST OF AVE L",1
"N/S FARRGUT RD",2
"N/S HIMROD ST",3
"N/S HOME STREET",3
"N/S JEROME",1
"N/S NEW STREET",1
"N/S NIXON COURT",1
"N/S OF 173 ST",3
"N/S OF SUTTER",1
"N/S OF W 147",1
"N/S S 4 ST",1
"N/S ST JOHNS PL",2
"N/S ST NICHOLAS AVE",1
"N/S TEN EYCK STREET",2
"N/S TILLARYS",1
"N/S VERONA ST",1
"N/S W 25 STREET",1
"N/S W 38 ST",1
"N/S W 54 ST",5
"N/S W 84",1
"N/S WALDRON ST",1
"N/S WATTS ST",1
"N/S WHITEHALL",3
"N/S/O 42 ST",2
"N/W  C/O 69 ST",1
"N/W 6TH AVE",1
"N/W C/O 105 AVE",2
"N/W C/O 173 ST",2
"N/W C/O 179",1
"N/W C/O 2ND ST",1
"N/W C/O 36RD",1
"N/W C/O 3RD",1
"N/W C/O AVE T",2
"N/W C/O BEACH 77 ST",1
"N/W C/O BRIGHTON 13",1
"N/W C/O BROADWAY ST",1
"N/W C/O BROOKLYN AVE",3
"N/W C/O CONKLIN AVE",3
"N/W C/O CRANFORD AVE",3
"N/W C/O CROOKE AVE",2
"N/W C/O E 15 ST",2
"N/W C/O E 189",1
"N/W C/O E 32",1
"N/W C/O E 58 ST",1
"N/W C/O ELDER AVE",1
"N/W C/O FARRAUT ROAD",1
"N/W C/O GRANGER ST",1
"N/W C/O NEPTUNE AVE",1
"N/W C/O OAK TREE PL",2
"N/W C/O ST NICH",1
"N/W C/O VAN DYKE ST",1
"N/W C/O WATSON",4
"N/W C/O WOODHAVEN BL",1
"N/W CORNER CALLOWAY",1
"N/W CORNER OF 97 ST",1
"N/W CORNER OF HELAND",1
"N/W GUIDER AVE",1
"N/W OF 4TH AVE",1
"N/W/C BROOK AVE",1
"N/W/C W 2 ST",3
"N/W/C W 35TH",1
"N/W/C/O 66 AVE",1
"N/W/C/O AVE N",1
"N/W/C/O WALLHAM ST",1
"N/W/C/O WHITE HALL",1
"NEC 76 ST",1
"NECO ROCHESTER AVE",1
"NEW 9 SACKMAN",1
"NEW LEAF RESRAURANT",1
"NEW LEAF RESTAURNT",1
"NEW UTRECHT ST",1
"NEW UTRETCH AVE",1
"NEWKIRK ST",2
"NIELSON ST",12
"NO 7TH ST",1
"NOATHER LANDE",1
"NOBHE AVE",1
"NORTH COOPER ST",1
"NORTH KINGSTON AVE",1
"NORTH OAK AVENUE",1
"NORTH OAK DRIVE",2
"NORTH OF E 125 ST",3
"NORTH SIDE E 139TH S",1
"NORTHSIDE CLARKSON A",3
"NORTHSIDE HAWTHORNE",6
"NOST AVE",1
"NOSTRAND ABE",1
"NOTRE DAME AVE",1
"NW 62 ST",1
"NW C/O ABINGDON RD",1
"NW CO BOSTON RD",1
"NW COR GOLD RD",1
"NW CORNER 5TH ST",1
"Nashville St",4
"Nassau Expy",1
"New Dock St",4
"OCEAN PKWY MALL",2
"OECAN AVE",3
"OLONVILLE AVE",1
"OP 884 67 ST",1
"OPP 235 BERRY ST",1
"OPP 552",1
"OPP 9505 AVE D",1
"OPP/OF 347 W 44 ST",1
"OPPOSITE OF 202 E 21",1
"ORTREC CTR LOT",1
"OXFORD PLACE",3
"PAERDEGAT 58 ST",1
"PAERDEGAT 8TH ST",4
"PAREON BLVD",1
"PARK AVE EAST",3
"PARK HILL AVENUE",1
"PARK TERR WEST",3
"PARK TERRACE E 214ST",1
"PARKING AVE",2
"PARKING LOT 4 LGA",1
"PARKVIEW TER",3
"PARWAY CT",1
"PASSERELLE",1
"PAUA AVE",2
"PELHAM PARK SOUTH",3
"PENNSYLVANIA  AVE",2
"PENTON STREET",2
"PEOSPECT PARK SW",1
"PERSHING",1
"PIERREPOINT STREET",1
"PINKNEY AVENUE",4
"PIONEER",3
"PITKIN ST",1
"PITKINS AVE",5
"PLACE",2
"PLATINUM AV",1
"PLEASENT AVE",5
"POPHMA AVE",1
"POWER ST",4
"PROSP AVE",1
"PULMER AVE",2
"QUARRY BALLFIELD",1
"QUAY STREET",4
"QUEENSBRIDGE BABY BI",1
"R/O 1221 EAST 84 STR",1
"R/O 1560 E 102 STREE",1
"R/O 1817 STORY AVE",2
"R/O 19-05 UTOPIA PKW",1
"R/O 2937 8 AVE",1
"R/O 3703 10TH AVE",1
"R/O 4323 AVE J",1
"R/O 515 E 143 ST",1
"R/O 681 88 ST",1
"R/O MAIN ST",2
"R/O S/O MAIN ST NY N",1
"R/O WEST 167 ST",1
"R/S 12 AVE",1
"R/S BRIGHTON 6 ST",1
"R/S E 175",1
"R/S E 175 ST",1
"R/S GUY R BREWER BLV",1
"R/S M GASTON ST",1
"R/S MARLBOROUGH RD",1
"R/S QUEENS BLVD",3
"R/S SEDGWICK",5
"R/S W 239 ST",1
"RAER",1
"RAMAPO AVE",5
"RANAQUA",2
"REAR 2583 BAINBRIDGE",1
"REAR 295 JACKSON ST",1
"REAR OF 1485 PARK AV",1
"REAR OF 6321 8 AVENU",2
"REAR OF 845 COLUMBUS",1
"REAR OF LUTEN AVE",1
"REMEN AVE",1
"RENWICH ST",3
"REV JAMES",3
"RICHMOND  ST",1
"RICO PL",2
"RINEHURST AVE",1
"RIVER VE",1
"RIVERBANK PARK",1
"ROBERT F WANGER",1
"ROCK PLZ",1
"ROCKEFELLER PL",3
"ROCKNE ST",2
"RODEY  ST",1
"ROME AVE",1
"ROSEWOOD",2
"ROSS STREET",8
"ROYCE ST",10
"RUKE CT",1
"Ravenhurst Ave",9
"S 4 STREET",2
"S CLINTON AVE",1
"S Drum St",2
"S ELLIOT ST",2
"S.SERVICE ROAD JFKIA",1
"S/ DEAN ST",1
"S/B 42ND ST",2
"S/B C/O MORRIS AVE",1
"S/B FDR SERVICE RD",5
"S/B QUORY RD",1
"S/B RIDGE ST",1
"S/C CORNER NEW JERSE",1
"S/E AVE Z",1
"S/E C/O 143 STREET",1
"S/E C/O 41 AVE",2
"S/E C/O 46 AVE",4
"S/E C/O 78",1
"S/E C/O 84 AVE",4
"S/E C/O BQE",1
"S/E C/O CORTELYOU RD",3
"S/E C/O CROOS BAY BL",1
"S/E C/O DEAN STREET",1
"S/E C/O DUMONT",2
"S/E C/O E 19 ST",2
"S/E C/O E 191",1
"S/E C/O E 34",3
"S/E C/O EAST 28TH",1
"S/E C/O EVERGREEN AV",2
"S/E C/O FLATLANDS",1
"S/E C/O HOLLIS CT",1
"S/E C/O I/O KINGS HW",1
"S/E C/O REMSEN",1
"S/E C/O SEAVIEW  AVE",1
"S/E C/O VAN WYCK EWA",1
"S/E C/O W 42",2
"S/E C/O W 42 ST",1
"S/E C/O WESTMINISTER",2
"S/E CORNER 79 ST",1
"S/E CORNER METCALF A",1
"S/E CORNER OF 19 ST",1
"S/E CORNER ROCKAWAY",1
"S/E CORNER W 147 STR",1
"S/E CRESCENT AVE",1
"S/E FARRAGUT RD",2
"S/E STILLWELL AVE",4
"S/E W 146 ST",3
"S/E/C 119 ST",2
"S/E/C BAY 44",1
"S/E/C BRIGHTON 1ST",2
"S/E/C BRIGHTON CT",1
"S/E/C BRIGHTON ST",1
"S/E/C MARCY AV",1
"S/E/C SHERMAN AVE",1
"S/E/C/O 80 ST",1
"S/E/C/O 86 ST",1
"S/E/C/O 88 ST",1
"S/E/C/O BROOKLYN AVE",1
"S/E/C/O HICKS ST",1
"S/E/C/O IRWIN AVE",1
"S/O 1019 HEGEMAN AVE",1
"S/O 126 GARDNER AVE",1
"S/O 135 WASHINGTON W",3
"S/O 1350 MANOR AV",1
"S/O 1600",1
"S/O 207",1
"S/O 260 BEACH 81 STR",1
"S/O 31-49 85 STREET",1
"S/O 350 PARK AVE",1
"S/O 354 FOUNTAIN AVE",1
"S/O 3690 SHORE PKWY",1
"S/O 383 E 141 ST",1
"S/O 81 POPLAR ST",3
"S/O 810 SOUNDVIEW AV",1
"S/O E 68 ST",1
"S/O EAST 193 ST",1
"S/O JEWEL AEV",1
"S/O STANTON ST",3
"S/O UNION TPKE",1
"S/O W 150",1
"S/O WARREN ST",2
"S/OF ARCHER AVE",3
"S/S  S 5TH ST",1
"S/S 121 ST",1
"S/S 150TH ST",1
"S/S 24TH  ST",1
"S/S 58TH DR",2
"S/S 60 DR",1
"S/S 62 RD",3
"S/S 62ND STREET",1
"S/S 64 AVE E/B",1
"S/S 76 AVENUE",2
"S/S 80",1
"S/S 92 RD",3
"S/S AERCHER AVE",1
"S/S AVE 5",1
"S/S BEEKMAN ST 0 FT",1
"S/S CROSS BX EXAY",1
"S/S DRAKE PK SO",2
"S/S E 122 ST",5
"S/S E 151 ST",4
"S/S E 159TH ST",2
"S/S E 172 30 FT E OF",1
"S/S EAST 170 ST",2
"S/S FIELD PLACE BLVD",1
"S/S GIVAN AVE",1
"S/S HOLLERS AVENUE",7
"S/S HORTON AV",1
"S/S HOYT AVE",2
"S/S LACONIA AVENUE",1
"S/S LIVINGSTON ST",1
"S/S N 1ST",1
"S/S NEWKIRK AVE",5
"S/S OF 174 ST",1
"S/S OF 37TH ST",1
"S/S OF 76 ST",1
"S/S OF BROOKVILLE BL",1
"S/S OF BROOME ST",1
"S/S PLATFORM LIRR",1
"S/S ST MARY ST",2
"S/S W 12TH ST",2
"S/S W 189TH ST",1
"S/S WALTON STREET",2
"S/S WILLOUGHBY AVE",7
"S/S/O 150TH RD",1
"S/U C/O E 95 ST",1
"S/W  C/O GROVE ST",1
"S/W 31 DR",1
"S/W AVE P",1
"S/W BORDEN",1
"S/W C/O 112 ST",3
"S/W C/O 127 STREET",2
"S/W C/O 218 PL",4
"S/W C/O 228 MERRICK",1
"S/W C/O 25 AVE",3
"S/W C/O 267 ST",2
"S/W C/O 41",1
"S/W C/O 5 ST",2
"S/W C/O 68 RD",1
"S/W C/O 6TH",1
"S/W C/O 84 ST",3
"S/W C/O BAY 22",2
"S/W C/O BEACH 92 ST",1
"S/W C/O BLAKE AVE",1
"S/W C/O CASTLE HILL",2
"S/W C/O E 142 ST",2
"S/W C/O E 26",1
"S/W C/O EAST 5 1",1
"S/W C/O GERRY ST",3
"S/W C/O N 7TH",3
"S/W C/O POND",1
"S/W C/O PUGSLEY AVE",2
"S/W C/O SOUTH",1
"S/W C/O SUPTHIN BLVD",1
"S/W C/O UNION",1
"S/W C/O W 167 ST",1
"S/W C/O W 38 ST",2
"S/W C/O W 39TH ST",1
"S/W C/O WELLER LN",1
"S/W CORNER CROPSEY A",1
"S/W CORNER E 81 ST",1
"S/W CORNER OF FARRAG",3
"S/W CORNER OF PELHAM",1
"S/W E 172",1
"S/W E/O SACKETT ST",1
"S/W HENDERICKSON ST",1
"S/W PITKIN AVE",2
"S/W RUBY STREET",1
"S/W W 150",1
"S/W/C OCEANVIEW AVE",4
"S/W/C/O 35 AVE",1
"S/W/C/O AURELIA CT",1
"S/W/C/O E 23 ST",1
"S/W/C/O NY AVE",1
"S/W/C/O WILLOUGHBY",1
"S/W/S/O FLATLANDS AV",3
"SAGAMORE AVE",3
"SAINT NIC AVE",4
"SAMPSON AVENUE",2
"SANDERS PL",1
"SCHAEFFR ST",1
"SCHENECADY",1
"SCHERHORN",1
"SCHOOL RD",5
"SEAVER AVE",8
"SEAVIEW CT",7
"SHAKESPEARG AVE",1
"SHANHOPE ST",1
"SHARE RD",2
"SHEPPHERD AVENUE",1
"SHERIDAN SQUARE",2
"SHERMAN MONUMENT",1
"SHOPE BLVD",1
"SHORE PKWY NORTH",6
"SHORT PARKWAY",1
"SIDE 4223 CLARENDON",1
"SIDE OF 114-01 101 A",1
"SO OXFORD ST",2
"SOTTS SUZE",1
"SOUTH 2",1
"SOUTH 8TH STREET",4
"SOUTH AVENUE",4
"SOUTH BEACH SAND LN",1
"SOUTH GATE CT",2
"SOUTH JEFFERSON ST",1
"SOUTH OAK DRIVE",7
"SOUTHERN AVE",4
"SOUTHERN BOULEVASRD",1
"SOUTHSIDE BAY AVE",1
"SOUTHSIDE CROWN ST",1
"SOUTHSIDE DELANCEY",1
"SOUTHSIDE MIDWOOD ST",1
